employee_id,opco,pnl_department,raw_department,standardized_role,role_level,role_with_level,role_family,raw_job_title,worker_class,employee_type,work_state,hire_date,tenure_years,fte,scheduled_weekly_hours,pay_basis_resolved,pay_rate,annual_base,hourly_base_rate,overtime_cost,variable_comp_cost,bonus_cost,payroll_tax_cost,benefits_cost,fully_loaded_annual_cost,fully_loaded_hourly_cost,load_factor_applied,data_quality_flag
GLC-10048,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,FT,MI,2023-11-18,2.78,1.0,40.0,Hourly,28.46,59196.8,28.46,7188.69,4771.23,592.51,5031.59,7713.54,84494.36,40.62,1.4273,clean
GLC-10049,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2024-03-13,2.47,1.0,40.0,Hourly,29.53,61422.4,29.53,7458.97,4950.61,614.79,5220.76,7713.54,87381.07,42.01,1.4226,clean
GLC-10050,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,FT,MI,2020-03-13,6.47,1.0,40.0,Hourly,26.2,54496.0,26.2,6617.84,4392.35,545.46,4632.03,7713.54,78397.22,37.69,1.4386,clean
GLC-10051,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2023-04-22,3.36,1.0,40.0,Hourly,28.69,59675.2,28.69,7246.79,4809.79,597.3,5072.25,7713.54,85114.87,40.92,1.4263,clean
GLC-10052,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2024-09-15,1.96,1.0,40.0,Hourly,23.09,48027.2,23.09,5832.29,3870.96,480.71,4082.2,7713.54,70006.9,33.66,1.4577,clean
GLC-10053,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,FT,MI,2024-10-28,1.84,1.0,40.0,Hourly,27.79,57803.2,27.79,7019.46,4658.9,578.56,4913.13,7713.54,82686.79,39.75,1.4305,clean
GLC-10054,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2025-11-03,0.82,1.0,40.0,Hourly,28.97,60257.6,28.97,7317.52,4856.73,603.13,5121.75,7713.54,85870.27,41.28,1.4251,clean
GLC-10055,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,FT,MI,2023-12-09,2.73,1.0,40.0,Hourly,26.58,55286.4,26.58,6713.83,4456.05,553.37,4699.21,7713.54,79422.4,38.18,1.4366,clean
GLC-10056,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Full-Time,MI,2022-05-29,4.26,1.0,40.0,Hourly,24.32,50585.6,24.32,6142.97,4077.17,506.32,4299.66,7713.54,73325.26,35.25,1.4495,clean
GLC-10057,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Full-Time,MI,2020-12-31,5.66,1.0,40.0,Hourly,22.5,46800.0,22.5,5683.26,3772.05,468.43,3977.89,7713.54,68415.17,32.89,1.4619,clean
GLC-10058,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,FT,MI,2019-08-19,7.03,1.0,40.0,Hourly,27.12,56409.6,27.12,6850.22,4546.58,564.61,4794.68,7713.54,80879.23,38.88,1.4338,clean
GLC-10059,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2022-07-29,4.09,1.0,40.0,Hourly,23.46,48796.8,23.46,5925.75,3932.99,488.41,4147.61,7713.54,71005.1,34.14,1.4551,clean
GLC-10060,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Full-Time,MI,2023-03-10,3.48,1.0,40.0,Hourly,26.05,54184.0,26.05,6579.95,4367.2,542.34,4605.51,7713.54,77992.54,37.5,1.4394,clean
GLC-10061,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2023-11-01,2.83,1.0,40.0,Hourly,26.91,55972.8,26.91,6797.18,4511.38,560.24,4757.55,7713.54,80312.69,38.61,1.4349,clean
GLC-10062,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Full-Time,MI,2022-10-04,3.91,1.0,40.0,Hourly,24.76,51500.8,24.76,6254.11,4150.93,515.48,4377.45,7713.54,74512.31,35.82,1.4468,clean
GLC-10063,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,FT,MI,2024-01-16,2.62,1.0,40.0,Hourly,24.18,50294.4,24.18,6107.61,4053.7,503.4,4274.9,7713.54,72947.55,35.07,1.4504,clean
GLC-10064,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2014-08-21,12.03,1.0,40.0,Hourly,26.05,54184.0,26.05,6579.95,4367.2,542.34,4605.51,7713.54,77992.54,37.5,1.4394,pay_rate_imputed
GLC-10065,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Full-Time,MI,2014-10-07,11.9,1.0,40.0,Hourly,27.55,57304.0,27.55,6958.84,4618.67,573.56,4870.7,7713.54,82039.31,39.44,1.4317,clean
GLC-10066,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,,MI,2024-01-17,2.62,1.0,40.0,Hourly,22.98,47798.4,22.98,5804.5,3852.52,478.42,4062.75,7713.54,69710.13,33.51,1.4584,clean
GLC-10067,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Full-Time,MI,2024-09-27,1.92,1.0,40.0,Hourly,29.7,61776.0,29.7,7501.91,4979.11,618.32,5250.81,7713.54,87839.69,42.23,1.4219,clean
GLC-10068,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,,MI,2021-06-06,5.23,1.0,40.0,Hourly,24.64,51251.2,24.64,6223.8,4130.82,512.98,4356.23,7713.54,74188.57,35.67,1.4475,clean
GLC-10069,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2024-05-21,2.28,1.0,40.0,Hourly,23.69,49275.2,23.69,5983.84,3971.55,493.2,4188.27,7713.54,71625.6,34.44,1.4536,clean
GLC-10070,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,FT,MI,2021-01-23,5.6,1.0,40.0,Hourly,29.92,62233.6,29.92,7557.48,5015.99,622.9,5289.71,7713.54,88433.22,42.52,1.421,clean
GLC-10071,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,,MI,2022-08-30,4.0,1.0,40.0,Hourly,28.99,60299.2,28.99,7322.57,4860.08,603.54,5125.29,7713.54,85924.22,41.31,1.425,clean
GLC-10072,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2026-03-23,0.44,1.0,40.0,Hourly,24.11,50148.8,24.11,6089.93,4041.96,501.95,4262.53,7713.54,72758.71,34.98,1.4509,clean
GLC-10073,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2020-01-04,6.66,1.0,40.0,Hourly,22.06,45884.8,22.06,5572.12,3698.29,459.27,3900.1,7713.54,67228.12,32.32,1.4652,clean
GLC-10074,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Full-Time,MI,2023-05-01,3.33,1.0,40.0,Hourly,26.5,55120.0,26.5,6693.62,4442.64,551.7,4685.07,7713.54,79206.57,38.08,1.437,clean
GLC-10075,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,,MI,2020-05-14,6.3,1.0,40.0,Hourly,24.96,51916.8,24.96,6304.63,4184.46,519.64,4412.8,7713.54,75051.87,36.08,1.4456,clean
GLC-10076,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2023-04-25,3.35,1.0,40.0,Hourly,28.01,58260.8,28.01,7075.03,4695.79,583.14,4952.03,7713.54,83280.33,40.04,1.4294,clean
GLC-10077,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2020-09-13,5.96,1.0,40.0,Hourly,26.99,56139.2,26.99,6817.39,4524.79,561.91,4771.7,7713.54,80528.53,38.72,1.4344,clean
GLC-10078,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,FT,MI,2024-08-28,2.01,1.0,40.0,Hourly,23.11,48068.8,23.11,5837.34,3874.32,481.13,4085.73,7713.54,70060.86,33.68,1.4575,clean
GLC-10079,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,FT,MI,2024-12-10,1.72,1.0,40.0,Hourly,24.16,50252.8,24.16,6102.56,4050.35,502.99,4271.37,7713.54,72893.61,35.05,1.4505,clean
GLC-10080,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,FT,MI,2021-12-09,4.73,1.0,40.0,Hourly,24.91,51812.8,24.91,6292.0,4176.08,518.6,4403.96,7713.54,74916.98,36.02,1.4459,clean
GLC-10081,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,FT,MI,2023-11-12,2.8,1.0,40.0,Hourly,27.21,56596.8,27.21,6872.96,4561.67,566.49,4810.59,7713.54,81122.05,39.0,1.4333,clean
GLC-10082,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,FT,MI,2022-03-24,4.44,1.0,40.0,Hourly,28.69,59675.2,28.69,7246.79,4809.79,597.3,5072.25,7713.54,85114.87,40.92,1.4263,clean
GLC-10083,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,FT,MI,2021-06-06,5.23,1.0,40.0,Hourly,23.99,49899.2,23.99,6059.62,4021.85,499.45,4241.31,7713.54,72434.97,34.82,1.4516,clean
GLC-10084,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2025-02-03,1.57,1.0,40.0,Hourly,25.63,53310.4,25.63,6473.87,4296.79,533.59,4531.26,7713.54,76859.45,36.95,1.4417,clean
GLC-10085,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2022-08-14,4.05,1.0,40.0,Hourly,27.89,58011.2,27.89,7044.72,4675.67,580.64,4930.81,7713.54,82956.58,39.88,1.43,clean
GLC-10086,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2026-01-01,0.66,1.0,40.0,Hourly,45.26,94140.8,45.26,11432.2,7587.69,942.27,8001.74,7713.54,129818.24,62.41,1.379,clean
GLC-10087,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2025-01-17,1.62,1.0,40.0,Hourly,45.13,93870.4,45.13,11399.36,7565.9,939.56,7978.76,7713.54,129467.52,62.24,1.3792,clean
GLC-10088,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,,MI,2023-11-11,2.8,1.0,40.0,Hourly,43.44,90355.2,43.44,10972.48,7282.58,904.38,7679.98,7713.54,124908.16,60.05,1.3824,clean
GLC-10089,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2016-06-30,10.17,1.0,40.0,Hourly,40.03,83262.4,40.03,10111.15,6710.9,833.39,7077.11,7713.54,115708.49,55.63,1.3897,clean
GLC-10090,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,FT,MI,2023-12-09,2.73,1.0,40.0,Hourly,43.19,89835.2,43.19,10909.34,7240.66,899.17,7635.78,7713.54,124233.69,59.73,1.3829,clean
GLC-10091,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,FT,MI,2022-12-14,3.71,1.0,40.0,Hourly,44.9,93392.0,44.9,11341.26,7527.34,934.77,7938.1,7713.54,128847.01,61.95,1.3796,clean
GLC-10092,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,,MI,2024-04-05,2.4,1.0,40.0,Hourly,43.77,91041.6,43.77,11055.84,7337.9,911.25,7738.32,7713.54,125798.45,60.48,1.3818,clean
GLC-10093,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Full-Time,MI,2022-03-30,4.42,1.0,40.0,Hourly,41.05,85384.0,41.05,10368.8,6881.9,854.62,7257.44,7713.54,118460.3,56.95,1.3874,clean
GLC-10094,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2025-04-30,1.34,1.0,40.0,Hourly,40.33,83886.4,40.33,10186.93,6761.19,839.63,7130.14,7713.54,116517.83,56.02,1.389,clean
GLC-10095,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,FT,MI,2023-01-25,3.6,1.0,40.0,Hourly,41.25,85800.0,41.25,10419.31,6915.43,858.78,7292.8,7713.54,118999.86,57.21,1.3869,clean
GLC-10096,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2020-12-15,5.71,1.0,40.0,Hourly,42.71,88836.8,42.71,10788.09,7160.19,889.18,7550.92,7713.54,122938.72,59.11,1.3839,clean
GLC-10097,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2020-06-24,6.18,1.0,40.0,Hourly,44.36,92268.8,44.36,11204.87,7436.81,923.53,7842.63,7713.54,127390.18,61.25,1.3806,clean
GLC-10098,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2025-11-22,0.77,1.0,40.0,Hourly,42.1,87568.0,42.1,10634.01,7057.93,876.48,7443.07,7713.54,121293.03,58.31,1.3851,clean
GLC-10099,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,,MI,2024-01-18,2.62,1.0,40.0,Hourly,43.97,91457.6,43.97,11106.36,7371.43,915.41,7773.68,7713.54,126338.02,60.74,1.3814,clean
GLC-10100,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2023-01-08,3.64,1.0,40.0,Hourly,41.62,86569.6,41.62,10512.77,6977.46,866.49,7358.21,7713.54,119998.07,57.69,1.3861,clean
GLC-10101,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2017-05-05,9.32,1.0,40.0,Hourly,41.51,86340.8,41.51,10484.99,6959.02,864.2,7338.76,7713.54,119701.31,57.55,1.3864,clean
GLC-10102,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2023-10-24,2.85,1.0,40.0,Hourly,44.17,91873.6,44.17,11156.87,7404.96,919.58,7809.04,7713.54,126877.59,61.0,1.381,clean
GLC-10103,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2020-06-03,6.24,1.0,40.0,Hourly,45.09,93787.2,45.09,11389.26,7559.19,938.73,7971.69,7713.54,129359.61,62.19,1.3793,clean
GLC-10104,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2022-09-22,3.94,1.0,40.0,Hourly,40.87,85009.6,40.87,10323.33,6851.72,850.87,7225.61,7713.54,117974.67,56.72,1.3878,clean
GLC-10105,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2026-03-25,0.44,1.0,40.0,Hourly,40.53,84302.4,40.53,10237.45,6794.72,843.79,7165.5,7713.54,117057.4,56.28,1.3885,clean
GLC-10391,Great Lakes Comfort Systems,Field Service - Install,Install,HVAC Installer,Unspecified,HVAC Installer - Unspecified,Field - Install,Installer,Employee,Regular,MI,2026-07-21,0.11,1.0,40.0,Hourly,18.0,37440.0,18.0,4546.61,3017.64,374.74,3182.31,7713.54,56274.84,27.06,1.5031,clean
BAY-10131,Bayside Mechanical,Field Service - Install,Install,Install Manager,NA,Install Manager,Field Leadership,Install Mgr,Employee,Regular,FL,2025-01-28,1.59,1.0,40.0,Annual,78000.0,78000.0,37.5,9472.1,6286.75,780.71,6629.81,7713.54,108882.91,52.35,1.3959,clean
BAY-10132,Bayside Mechanical,Field Service - Install,Install,Install Manager,NA,Install Manager,Field Leadership,Install Mgr,Employee,Full-Time,FL,2019-04-06,7.4,1.0,40.0,Annual,84000.0,84000.0,40.38,10200.73,6770.35,840.77,7139.8,7713.54,116665.19,56.09,1.3889,clean
BAY-10133,Bayside Mechanical,Field Service - Install,Install,Install Manager,NA,Install Manager,Field Leadership,Install Mgr,Employee,FT,FL,2023-03-25,3.44,1.0,40.0,Annual,87500.0,87500.0,42.07,10625.76,7052.45,875.8,7437.29,7713.54,121204.84,58.27,1.3852,clean
BAY-10134,Bayside Mechanical,Field Service - Install,Install,Install Manager,NA,Install Manager,Field Leadership,Install Mgr,Employee,Regular,FL,2024-05-26,2.26,1.0,40.0,Annual,87500.0,87500.0,42.07,10625.76,7052.45,875.8,7437.29,7713.54,121204.84,58.27,1.3852,clean
BAY-10135,Bayside Mechanical,Field Service - Install,Install,Install Manager,NA,Install Manager,Field Leadership,Install Mgr,Employee,Regular,FL,2024-01-10,2.64,1.0,40.0,Annual,82500.0,82500.0,39.66,10018.57,6649.45,825.75,7012.3,7713.54,114719.61,55.15,1.3905,clean
BAY-10136,Bayside Mechanical,Field Service - Install,Install,Install Manager,NA,Install Manager,Field Leadership,Install Mgr,Employee,,FL,2023-12-25,2.68,1.0,40.0,Annual,79500.0,79500.0,38.22,9654.26,6407.65,795.73,6757.31,7713.54,110828.49,53.28,1.3941,clean
BAY-10137,Bayside Mechanical,Field Service - Install,Install,Install Manager,NA,Install Manager,Field Leadership,Install Mgr,Employee,Regular,FL,2019-03-27,7.43,1.0,40.0,Annual,83000.0,83000.0,39.9,10079.29,6689.75,830.76,7054.8,7713.54,115368.14,55.47,1.39,clean
BAY-10138,Bayside Mechanical,Field Service - Install,Install,Install Manager,NA,Install Manager,Field Leadership,Install Mgr,Employee,Full-Time,FL,2023-05-22,3.28,1.0,40.0,Annual,79000.0,79000.0,37.98,9593.54,6367.35,790.72,6714.81,7713.54,110179.96,52.97,1.3947,clean
BAY-10139,Bayside Mechanical,Field Service - Install,Install,Install Manager,NA,Install Manager,Field Leadership,Install Mgr,Employee,,FL,2023-12-09,2.73,1.0,40.0,Annual,82750.0,82750.0,39.78,10048.93,6669.6,828.26,7033.55,7713.54,115043.88,55.31,1.3903,pay_rate_imputed
GLC-10106,Great Lakes Comfort Systems,Field Service - Install,Install,Install Manager,NA,Install Manager,Field Leadership,Install Manager,Employee,,MI,2023-11-29,2.75,1.0,40.0,Annual,84000.0,84000.0,40.38,10200.73,6770.35,840.77,7139.8,7713.54,116665.19,56.09,1.3889,clean
GLC-10107,Great Lakes Comfort Systems,Field Service - Install,Install,Install Manager,NA,Install Manager,Field Leadership,Install Manager,Employee,Regular,MI,2021-07-06,5.15,1.0,40.0,Annual,84000.0,84000.0,40.38,10200.73,6770.35,840.77,7139.8,7713.54,116665.19,56.09,1.3889,clean
GLC-10108,Great Lakes Comfort Systems,Field Service - Install,Install,Install Manager,NA,Install Manager,Field Leadership,Install Manager,Employee,Full-Time,MI,2024-07-08,2.15,1.0,40.0,Annual,85500.0,85500.0,41.11,10382.88,6891.25,855.78,7267.3,7713.54,118610.75,57.02,1.3873,clean
GLC-10109,Great Lakes Comfort Systems,Field Service - Install,Install,Install Manager,NA,Install Manager,Field Leadership,Install Manager,Employee,Full-Time,MI,2024-12-30,1.67,1.0,40.0,Annual,86500.0,86500.0,41.59,10504.32,6971.85,865.79,7352.29,7713.54,119907.79,57.65,1.3862,clean
GLC-10110,Great Lakes Comfort Systems,Field Service - Install,Install,Install Manager,NA,Install Manager,Field Leadership,Install Manager,Employee,Regular,MI,2024-05-11,2.31,1.0,40.0,Annual,81000.0,81000.0,38.94,9836.41,6528.55,810.74,6884.81,7713.54,112774.05,54.22,1.3923,clean
GLC-10111,Great Lakes Comfort Systems,Field Service - Install,Install,Install Manager,NA,Install Manager,Field Leadership,Install Manager,Employee,Full-Time,MI,2026-03-14,0.47,1.0,40.0,Annual,82000.0,82000.0,39.42,9957.85,6609.15,820.75,6969.8,7713.54,114071.09,54.84,1.3911,clean
GLC-10112,Great Lakes Comfort Systems,Field Service - Install,Install,Install Manager,NA,Install Manager,Field Leadership,Install Manager,Employee,FT,MI,2020-12-09,5.72,1.0,40.0,Annual,78500.0,78500.0,37.74,9532.82,6327.05,785.72,6672.31,7713.54,109531.44,52.66,1.3953,clean
PIN-10126,Pinnacle Plumbing & Drain,Field Service - Install,Field,Install Manager,NA,Install Manager,Field Leadership,Installation Manager,Employee,Full-Time,TX,2020-01-23,6.6,1.0,40.0,Annual,83500.0,83500.0,40.14,10140.01,6730.05,835.76,7097.3,7713.54,116016.66,55.78,1.3894,hours_defaulted;pay_basis_imputed
PIN-10127,Pinnacle Plumbing & Drain,Field Service - Install,Field,Install Manager,NA,Install Manager,Field Leadership,Installation Manager,Employee,Regular,TX,2022-04-05,4.41,1.0,40.0,Annual,78000.0,78000.0,37.5,9472.1,6286.75,780.71,6629.81,7713.54,108882.91,52.35,1.3959,hours_defaulted;pay_basis_imputed
PIN-10128,Pinnacle Plumbing & Drain,Field Service - Install,Field,Install Manager,NA,Install Manager,Field Leadership,Installation Manager,Employee,Full-Time,TX,2023-11-19,2.78,1.0,40.0,Annual,79000.0,79000.0,37.98,9593.54,6367.35,790.72,6714.81,7713.54,110179.96,52.97,1.3947,hours_defaulted;pay_basis_imputed
PIN-10129,Pinnacle Plumbing & Drain,Field Service - Install,Field,Install Manager,NA,Install Manager,Field Leadership,Installation Manager,Employee,FT,TX,2025-06-13,1.22,1.0,40.0,Annual,86500.0,86500.0,41.59,10504.32,6971.85,865.79,7352.29,7713.54,119907.79,57.65,1.3862,hours_defaulted;pay_basis_imputed
PIN-10130,Pinnacle Plumbing & Drain,Field Service - Install,Field,Install Manager,NA,Install Manager,Field Leadership,Installation Manager,Employee,Regular,TX,2022-08-09,4.06,1.0,40.0,Annual,78500.0,78500.0,37.74,9532.82,6327.05,785.72,6672.31,7713.54,109531.44,52.66,1.3953,hours_defaulted;pay_basis_imputed
PIN-10131,Pinnacle Plumbing & Drain,Field Service - Install,Field,Install Manager,NA,Install Manager,Field Leadership,Installation Manager,Employee,Full-Time,TX,2022-09-12,3.97,1.0,40.0,Annual,85500.0,85500.0,41.11,10382.88,6891.25,855.78,7267.3,7713.54,118610.75,57.02,1.3873,hours_defaulted;pay_basis_imputed
PIN-10132,Pinnacle Plumbing & Drain,Field Service - Install,Field,Install Manager,NA,Install Manager,Field Leadership,Installation Manager,Employee,FT,TX,2023-01-02,3.66,1.0,40.0,Annual,87500.0,87500.0,42.07,10625.76,7052.45,875.8,7437.29,7713.54,121204.84,58.27,1.3852,hours_defaulted;pay_basis_imputed
PIN-10133,Pinnacle Plumbing & Drain,Field Service - Install,Field,Install Manager,NA,Install Manager,Field Leadership,Installation Manager,Employee,Full-Time,TX,2021-09-07,4.98,1.0,40.0,Annual,81000.0,81000.0,38.94,9836.41,6528.55,810.74,6884.81,7713.54,112774.05,54.22,1.3923,hours_defaulted;pay_basis_imputed
PIN-10134,Pinnacle Plumbing & Drain,Field Service - Install,Field,Install Manager,NA,Install Manager,Field Leadership,Installation Manager,Employee,Regular,TX,2023-04-13,3.38,1.0,40.0,Annual,78500.0,78500.0,37.74,9532.82,6327.05,785.72,6672.31,7713.54,109531.44,52.66,1.3953,hours_defaulted;pay_basis_imputed
PIN-10135,Pinnacle Plumbing & Drain,Field Service - Install,Field,Install Manager,NA,Install Manager,Field Leadership,Installation Manager,Employee,FT,TX,2021-12-26,4.68,1.0,40.0,Annual,84000.0,84000.0,40.38,10200.73,6770.35,840.77,7139.8,7713.54,116665.19,56.09,1.3889,hours_defaulted;pay_basis_imputed
RED-10091,Redwood Electric,Field Service - Install,Installation,Install Manager,NA,Install Manager,Field Leadership,Install Manager,Employee,Full-Time,AZ,2017-06-04,9.24,1.0,40.0,Annual,84000.0,84000.0,40.38,10200.73,6770.35,840.77,7139.8,7713.54,116665.19,56.09,1.3889,hours_defaulted
RED-10092,Redwood Electric,Field Service - Install,Installation,Install Manager,NA,Install Manager,Field Leadership,Install Manager,Employee,Full-Time,AZ,2016-01-23,10.6,1.0,40.0,Annual,80500.0,80500.0,38.7,9775.7,6488.25,805.74,6842.31,7713.54,112125.54,53.91,1.3929,hours_defaulted
