profile_id,entity_id,entity_name,provider_industry,location,title_raw,standardized_role,role_family,seniority_provider,start_date,profile_last_updated,months_since_update,staleness_cutoff_date,salary_est_base,live_for_headcount,live_for_structure,excluded_reason
700186,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Columbus, OH",Residential Sales Consultant,Sales Consultant,Sales,Mid,2023-05-06,2025-04-03,17.0,2024-09-01,,True,True,
700203,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Columbus, OH",Sales Manager,Sales Manager,Sales,Manager,2024-03-02,2026-04-20,4.4,2024-09-01,49500.0,True,True,
700112,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Columbus, OH",Senior Service Technician,HVAC Service Technician,Field - Service,Senior,2026-02-17,2026-04-21,4.4,2024-09-01,57500.0,True,True,
700435,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Columbus, OH",Service Manager,Service Manager,Field Leadership,Manager,2013-10-06,2025-07-10,13.7,2024-09-01,89000.0,True,True,
700431,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Columbus, OH",Service Manager,Service Manager,Field Leadership,Manager,2022-11-25,2024-11-10,21.7,2024-09-01,,True,True,
700055,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Columbus, OH",Service Technician,Service Technician,Field - Service,Mid,2021-10-24,2026-04-25,4.2,2024-09-01,48000.0,True,True,
700322,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Columbus, OH",Staff Accountant,Accountant,Finance & Accounting,Entry,2025-03-10,2026-05-24,3.3,2024-09-01,,True,True,
700469,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Columbus, OH",Vice President of Sales,Sales Manager,Sales,Executive,2024-05-19,2024-12-31,20.0,2024-09-01,,True,True,
700409,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Branch Manager,Branch Manager,Executive & Corporate,Manager,2023-11-10,2025-12-07,8.8,2024-09-01,,True,True,
700414,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Branch Manager,Branch Manager,Executive & Corporate,Manager,2022-02-07,2026-03-21,5.4,2024-09-01,,True,True,
700285,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Call Center Team Lead,Customer Care Supervisor,Customer Care & Dispatch,Manager,2026-05-04,2026-07-24,1.3,2024-09-01,,True,True,
700464,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Chief Financial Officer,Chief Financial Officer,Executive & Corporate,Executive,2023-04-03,2026-01-19,7.4,2024-09-01,,True,True,
700148,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Comfort Advisor,Sales Consultant,Sales,Mid,2021-02-22,2025-04-22,16.3,2024-09-01,50000.0,True,True,
700138,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Comfort Advisor,Sales Consultant,Sales,Mid,2022-11-13,2026-03-05,5.9,2024-09-01,48500.0,True,True,
700139,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Comfort Advisor,Sales Consultant,Sales,Entry,2024-12-01,2025-10-09,10.7,2024-09-01,,True,True,
700157,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Comfort Advisor,Sales Consultant,Sales,Mid,2022-07-19,2024-10-21,22.3,2024-09-01,,True,True,
700233,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Customer Service Representative,Customer Service Representative,Customer Care & Dispatch,Entry,2025-06-04,2025-10-28,10.1,2024-09-01,,True,True,
700253,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Customer Service Representative,Customer Service Representative,Customer Care & Dispatch,Entry,2025-05-14,2026-02-17,6.4,2024-09-01,37500.0,True,True,
700231,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Customer Service Representative,Customer Service Representative,Customer Care & Dispatch,Mid,2016-04-03,2026-04-13,4.6,2024-09-01,,True,True,
700274,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Dispatcher,Dispatcher,Customer Care & Dispatch,Mid,2020-01-08,2024-12-05,20.9,2024-09-01,38000.0,True,True,
700445,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Field Supervisor,Field Supervisor,Field Leadership,Manager,2025-05-19,2026-02-13,6.6,2024-09-01,,True,True,
700351,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",HR Generalist,HR Business Partner,HR,Mid,2023-11-22,2025-04-21,16.4,2024-09-01,,True,True,
700029,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",HVAC Service Technician,HVAC Service Technician,Field - Service,Mid,2018-12-01,2025-01-09,19.7,2024-09-01,,True,True,
700178,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Home Solutions Consultant,Sales Consultant,Sales,Mid,2019-01-24,2025-12-15,8.5,2024-09-01,,True,True,
700212,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Inside Sales Representative,Inside Sales Representative,Sales,Mid,2020-10-20,2026-01-13,7.6,2024-09-01,,True,True,
700438,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Install Manager,Install Manager,Field Leadership,Manager,2025-08-30,2026-04-30,4.1,2024-09-01,93500.0,True,True,
700088,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Install Technician,HVAC Installer,Field - Install,Entry,2025-04-22,2025-06-12,14.7,2024-09-01,,True,True,
700397,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Marketing Manager,Marketing Manager,Marketing,Manager,2025-01-22,2025-03-18,17.5,2024-09-01,73000.0,True,True,
700462,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",President,Chief Executive Officer,Executive & Corporate,Executive,2024-04-01,2025-04-29,16.1,2024-09-01,165500.0,True,True,
700188,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Residential Sales Consultant,Sales Consultant,Sales,Mid,2022-04-13,2025-06-28,14.1,2024-09-01,45000.0,True,True,
700199,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Residential Sales Consultant,Sales Consultant,Sales,Entry,2026-07-18,2026-07-20,1.4,2024-09-01,45500.0,True,True,
700197,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Residential Sales Consultant,Sales Consultant,Sales,Entry,2024-03-20,2025-12-07,8.8,2024-09-01,51000.0,True,True,
700204,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Sales Manager,Sales Manager,Sales,Manager,2023-11-01,2025-11-20,9.4,2024-09-01,50000.0,True,True,
700113,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Senior Service Technician,HVAC Service Technician,Field - Service,Senior,2025-03-25,2025-12-09,8.7,2024-09-01,,True,True,
700050,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Service Technician,Service Technician,Field - Service,Entry,2025-01-01,2026-07-06,1.9,2024-09-01,54500.0,True,True,
700045,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Service Technician,Service Technician,Field - Service,Mid,2023-10-12,2025-06-16,14.5,2024-09-01,49500.0,True,True,
700303,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Dayton, OH",Warehouse Associate,Warehouse Associate,Warehouse & Fleet,Mid,2023-03-25,2024-11-02,21.9,2024-09-01,,True,True,
700335,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Accounts Payable Specialist,AP/AR Specialist,Finance & Accounting,Entry,2024-09-17,2024-11-26,21.2,2024-09-01,93000.0,True,True,
700416,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Branch Manager,Branch Manager,Executive & Corporate,Manager,2022-01-13,2025-12-18,8.4,2024-09-01,,True,True,
700411,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Branch Manager,Branch Manager,Executive & Corporate,Manager,2025-03-11,2026-05-15,3.6,2024-09-01,,True,True,
700284,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Call Center Team Lead,Customer Care Supervisor,Customer Care & Dispatch,Manager,2021-05-19,2025-06-12,14.7,2024-09-01,,True,True,
700150,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Comfort Advisor,Sales Consultant,Sales,Mid,2015-06-17,2025-02-20,18.3,2024-09-01,,True,True,
700151,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Comfort Advisor,Sales Consultant,Sales,Entry,2025-04-27,2025-07-22,13.3,2024-09-01,46000.0,True,True,
700294,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Customer Experience Manager,Customer Care Manager,Customer Care & Dispatch,Manager,2021-08-03,2026-07-14,1.6,2024-09-01,,True,True,
700257,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Customer Service Representative,Customer Service Representative,Customer Care & Dispatch,Mid,2023-01-09,2025-11-07,9.8,2024-09-01,,True,True,
700447,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Field Supervisor,Field Supervisor,Field Leadership,Manager,2024-10-01,2025-06-21,14.4,2024-09-01,,True,True,
700448,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Field Supervisor,Field Supervisor,Field Leadership,Manager,2024-11-30,2025-07-22,13.3,2024-09-01,,True,True,
700315,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Fleet Coordinator,Fleet Coordinator,Warehouse & Fleet,Entry,2025-01-04,2025-12-05,8.9,2024-09-01,,True,True,
700313,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Fleet Coordinator,Fleet Coordinator,Warehouse & Fleet,Mid,2014-11-04,2026-01-25,7.2,2024-09-01,44000.0,True,True,
700454,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",General Manager,General Manager,Executive & Corporate,Manager,2021-11-05,2024-12-09,20.7,2024-09-01,115000.0,True,True,
700076,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",HVAC Installer,HVAC Installer,Field - Install,Mid,2022-08-24,2024-10-28,22.1,2024-09-01,,True,True,
700080,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",HVAC Installer,HVAC Installer,Field - Install,Mid,2020-12-30,2025-05-06,15.9,2024-09-01,50500.0,True,True,
700027,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",HVAC Service Technician,HVAC Service Technician,Field - Service,Mid,2018-12-20,2026-06-30,2.1,2024-09-01,,True,True,
700026,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",HVAC Service Technician,HVAC Service Technician,Field - Service,Entry,2024-05-04,2025-12-05,8.9,2024-09-01,,True,True,
700171,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Home Solutions Consultant,Sales Consultant,Sales,Mid,2023-12-05,2026-04-02,5.0,2024-09-01,,True,True,
700367,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",IT Support Specialist,Help Desk Technician,IT,Entry,2024-12-06,2026-08-18,0.5,2024-09-01,,True,True,
700383,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Marketing Coordinator,Marketing Coordinator,Marketing,Mid,2021-11-02,2026-02-08,6.7,2024-09-01,56000.0,True,True,
700426,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Operations Manager,Operations Manager,Executive & Corporate,Manager,2022-07-02,2026-07-25,1.2,2024-09-01,,True,True,
700424,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Operations Manager,Operations Manager,Executive & Corporate,Manager,2023-03-29,2025-10-25,10.2,2024-09-01,,True,True,
700103,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Plumber,Plumbing Service Technician,Field - Service,Mid,2017-12-01,2026-07-07,1.8,2024-09-01,,True,True,
700101,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Plumber,Plumbing Service Technician,Field - Service,Mid,2020-11-30,2025-03-04,17.9,2024-09-01,,True,True,
700196,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Residential Sales Consultant,Sales Consultant,Sales,Mid,2020-09-16,2026-04-15,4.6,2024-09-01,54500.0,True,True,
700193,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Residential Sales Consultant,Sales Consultant,Sales,Mid,2019-01-17,2026-04-19,4.4,2024-09-01,,True,True,
700202,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Sales Manager,Sales Manager,Sales,Manager,2025-05-26,2026-04-14,4.6,2024-09-01,44500.0,True,True,
700049,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Service Technician,Service Technician,Field - Service,Mid,2021-07-18,2025-08-07,12.8,2024-09-01,60000.0,True,True,
700054,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Service Technician,Service Technician,Field - Service,Entry,2025-05-05,2026-05-02,4.0,2024-09-01,58500.0,True,True,
700048,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Service Technician,Service Technician,Field - Service,Entry,2025-05-17,2025-11-24,9.2,2024-09-01,,True,True,
700372,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Florence, KY",Systems Administrator,Systems Administrator,IT,Entry,2025-09-03,2026-02-25,6.2,2024-09-01,94000.0,True,True,
700333,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Accounts Payable Specialist,AP/AR Specialist,Finance & Accounting,Mid,2021-01-10,2026-07-11,1.7,2024-09-01,,True,True,
700331,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Accounts Payable Specialist,AP/AR Specialist,Finance & Accounting,Mid,2021-09-26,2025-07-13,13.6,2024-09-01,,True,True,
700410,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Branch Manager,Branch Manager,Executive & Corporate,Manager,2025-08-25,2026-07-15,1.6,2024-09-01,,True,True,
700286,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Call Center Team Lead,Customer Care Supervisor,Customer Care & Dispatch,Manager,2025-06-04,2025-10-18,10.4,2024-09-01,35000.0,True,True,
700463,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Chief Executive Officer,Chief Executive Officer,Executive & Corporate,Executive,2022-03-11,2025-01-05,19.8,2024-09-01,,True,True,
700144,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Comfort Advisor,Sales Consultant,Sales,Entry,2025-10-18,2025-10-27,10.2,2024-09-01,53000.0,True,True,
700140,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Comfort Advisor,Sales Consultant,Sales,Entry,2024-10-25,2026-02-10,6.7,2024-09-01,49500.0,True,True,
700134,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Comfort Advisor,Sales Consultant,Sales,Entry,2025-03-11,2026-03-20,5.4,2024-09-01,,True,True,
700143,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Comfort Advisor,Sales Consultant,Sales,Mid,2018-02-12,2026-04-06,4.9,2024-09-01,,True,True,
700243,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Customer Service Representative,Customer Service Representative,Customer Care & Dispatch,Entry,2025-02-02,2025-03-29,17.1,2024-09-01,,True,True,
700267,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Dispatcher,Dispatcher,Customer Care & Dispatch,Mid,2012-09-01,2025-05-28,15.1,2024-09-01,,True,True,
700275,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Dispatcher,Dispatcher,Customer Care & Dispatch,Mid,2017-11-04,2025-01-06,19.8,2024-09-01,,True,True,
700347,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Financial Analyst,FP&A Analyst,Finance & Accounting,Mid,2024-01-30,2024-10-03,22.9,2024-09-01,,True,True,
700354,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",HR Generalist,HR Business Partner,HR,Mid,2021-06-01,2024-10-30,22.0,2024-09-01,85500.0,True,True,
700020,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",HVAC Service Technician,HVAC Service Technician,Field - Service,Entry,2026-06-08,2026-08-15,0.6,2024-09-01,,True,True,
700010,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",HVAC Service Technician,HVAC Service Technician,Field - Service,Mid,2021-04-23,2025-09-29,11.1,2024-09-01,60500.0,True,True,
700181,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Home Solutions Consultant,Sales Consultant,Sales,Entry,2025-11-15,2026-02-26,6.1,2024-09-01,,True,True,
700179,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Home Solutions Consultant,Sales Consultant,Sales,Mid,2022-09-25,2026-07-04,1.9,2024-09-01,49500.0,True,True,
700376,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",IT Manager,IT Manager,IT,Manager,2023-10-31,2025-05-25,15.2,2024-09-01,75500.0,True,True,
700366,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",IT Support Specialist,Help Desk Technician,IT,Mid,2023-07-08,2025-08-28,12.1,2024-09-01,72000.0,True,True,
700381,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Marketing Coordinator,Marketing Coordinator,Marketing,Entry,2024-03-23,2025-06-21,14.4,2024-09-01,80000.0,True,True,
700311,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Parts Runner,Warehouse Associate,Warehouse & Fleet,Mid,2019-10-03,2026-08-21,0.4,2024-09-01,,True,True,
700309,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Parts Runner,Warehouse Associate,Warehouse & Fleet,Mid,2023-11-15,2026-08-04,0.9,2024-09-01,41500.0,True,True,
700194,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Residential Sales Consultant,Sales Consultant,Sales,Entry,2025-02-02,2025-11-30,9.0,2024-09-01,,True,True,
700201,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Sales Manager,Sales Manager,Sales,Manager,2019-06-14,2025-07-12,13.7,2024-09-01,,True,True,
700436,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Service Manager,Service Manager,Field Leadership,Manager,2024-04-12,2025-11-29,9.1,2024-09-01,,True,True,
700047,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Service Technician,Service Technician,Field - Service,Entry,2025-05-25,2026-01-10,7.7,2024-09-01,,True,True,
700053,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Service Technician,Service Technician,Field - Service,Entry,2024-11-04,2026-04-22,4.3,2024-09-01,,True,True,
700374,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Lexington, KY",Systems Administrator,Systems Administrator,IT,Mid,2023-12-02,2025-08-02,13.0,2024-09-01,,True,True,
700132,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Comfort Advisor,Sales Consultant,Sales,Entry,2026-04-05,2026-07-26,1.2,2024-09-01,50500.0,True,True,
700154,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Comfort Advisor,Sales Consultant,Sales,Entry,2025-08-16,2026-03-21,5.4,2024-09-01,,True,True,
700291,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Customer Experience Manager,Customer Care Manager,Customer Care & Dispatch,Manager,2018-04-25,2025-07-11,13.7,2024-09-01,,True,True,
700295,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Customer Experience Manager,Customer Care Manager,Customer Care & Dispatch,Manager,2024-03-01,2024-10-11,22.7,2024-09-01,,True,True,
700238,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Customer Service Representative,Customer Service Representative,Customer Care & Dispatch,Mid,2022-09-12,2026-06-04,2.9,2024-09-01,,True,True,
700394,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Digital Marketing Specialist,Digital Marketing Specialist,Marketing,Mid,2022-06-16,2025-05-22,15.3,2024-09-01,,True,True,
700402,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Director of Operations,Operations Director,Executive & Corporate,Director,2023-10-13,2026-07-04,1.9,2024-09-01,,True,True,
700276,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Dispatcher,Dispatcher,Customer Care & Dispatch,Mid,2022-04-22,2025-09-05,11.9,2024-09-01,,True,True,
700272,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Dispatcher,Dispatcher,Customer Care & Dispatch,Entry,2024-12-04,2025-05-23,15.3,2024-09-01,,True,True,
700346,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Financial Analyst,FP&A Analyst,Finance & Accounting,Entry,2024-09-13,2025-10-24,10.2,2024-09-01,,True,True,
700345,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Financial Analyst,FP&A Analyst,Finance & Accounting,Entry,2024-05-26,2026-04-18,4.5,2024-09-01,75500.0,True,True,
700353,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",HR Generalist,HR Business Partner,HR,Mid,2024-01-20,2025-07-11,13.7,2024-09-01,,True,True,
700082,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",HVAC Installer,HVAC Installer,Field - Install,Entry,2026-06-17,2026-08-27,0.2,2024-09-01,,True,True,
700075,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",HVAC Installer,HVAC Installer,Field - Install,Mid,2022-06-21,2026-07-06,1.9,2024-09-01,,True,True,
700012,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",HVAC Service Technician,HVAC Service Technician,Field - Service,Mid,2017-11-06,2025-07-27,13.2,2024-09-01,,True,True,
700164,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Home Solutions Consultant,Sales Consultant,Sales,Mid,2019-10-14,2025-05-05,15.9,2024-09-01,47000.0,True,True,
700166,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Home Solutions Consultant,Sales Consultant,Sales,Mid,2016-06-06,2025-05-04,15.9,2024-09-01,,True,True,
700170,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Home Solutions Consultant,Sales Consultant,Sales,Mid,2020-03-05,2025-04-04,16.9,2024-09-01,,True,True,
700086,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Install Technician,HVAC Installer,Field - Install,Mid,2020-03-16,2025-02-14,18.5,2024-09-01,,True,True,
700090,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Install Technician,HVAC Installer,Field - Install,Mid,2020-02-12,2024-11-22,21.3,2024-09-01,60500.0,True,True,
700116,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Lead Installer,HVAC Installer,Field - Install,Senior,2024-07-16,2025-04-11,16.7,2024-09-01,50000.0,True,True,
700342,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Payroll Administrator,Payroll Specialist,Finance & Accounting,Mid,2019-05-09,2026-07-10,1.7,2024-09-01,,True,True,
700098,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Plumber,Plumbing Service Technician,Field - Service,Mid,2024-02-24,2026-05-17,3.5,2024-09-01,,True,True,
700104,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Plumber,Plumbing Service Technician,Field - Service,Mid,2021-07-18,2024-12-10,20.7,2024-09-01,,True,True,
700356,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Recruiter,Recruiter,HR,Entry,2024-12-29,2025-06-06,14.8,2024-09-01,,True,True,
700457,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Regional Director,Regional Vice President,Executive & Corporate,Director,2023-02-04,2026-03-15,5.6,2024-09-01,,True,True,
700187,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Residential Sales Consultant,Sales Consultant,Sales,Mid,2024-02-28,2024-11-05,21.8,2024-09-01,51500.0,True,True,
700205,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Sales Manager,Sales Manager,Sales,Manager,2025-03-26,2025-09-24,11.2,2024-09-01,,True,True,
700058,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Service Technician,Service Technician,Field - Service,Entry,2024-10-04,2026-01-06,7.8,2024-09-01,,True,True,
700320,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Staff Accountant,Accountant,Finance & Accounting,Entry,2026-02-19,2026-05-06,3.9,2024-09-01,64500.0,True,True,
700319,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Staff Accountant,Accountant,Finance & Accounting,Mid,2024-02-14,2025-01-08,19.7,2024-09-01,68000.0,True,True,
700321,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Staff Accountant,Accountant,Finance & Accounting,Entry,2025-02-08,2026-04-03,5.0,2024-09-01,89000.0,True,True,
700302,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Louisville, KY",Warehouse Associate,Warehouse Associate,Warehouse & Fleet,Mid,2022-10-05,2025-04-19,16.4,2024-09-01,39000.0,True,True,
700332,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Accounts Payable Specialist,AP/AR Specialist,Finance & Accounting,Mid,2023-11-16,2026-07-06,1.9,2024-09-01,,True,True,
700287,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Call Center Team Lead,Customer Care Supervisor,Customer Care & Dispatch,Manager,2021-06-04,2025-11-03,9.9,2024-09-01,,True,True,
