employee_id,opco,raw_department,raw_job_title,field,issue,original_value,resolved_value,rule_applied
PIN-10284,Pinnacle Plumbing & Drain,Field,Service Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10133,Pinnacle Plumbing & Drain,Field,Installation Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10050,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10395,Pinnacle Plumbing & Drain,Fleet,Parts Coordinator,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10046,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10270,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10057,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10200,Redwood Electric,Field Ops - Service,Service Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10252,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10146,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10060,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10334,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10030,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10368,Pinnacle Plumbing & Drain,Call Center,Dispacher,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10132,Pinnacle Plumbing & Drain,Field,Installation Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10034,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10009,Redwood Electric,Installation,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10066,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10267,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10281,Redwood Electric,HR,Recruiter,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10099,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10087,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10392,Pinnacle Plumbing & Drain,Fleet,Warehouse Associate,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10044,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10193,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10121,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10081,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10148,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10084,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10340,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10319,Pinnacle Plumbing & Drain,Sales,Sales Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10002,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10055,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10227,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10276,Redwood Electric,HR,HR Coordinator,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10085,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10418,Pinnacle Plumbing & Drain,Acctg,Senior Accountant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10114,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10177,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10365,Pinnacle Plumbing & Drain,Call Center,Dispatcher,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10108,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10038,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10291,Pinnacle Plumbing & Drain,Sales,Sales Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10142,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10075,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10165,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10098,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10233,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10320,Pinnacle Plumbing & Drain,Sales,Sales Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10265,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10191,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10064,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10144,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10332,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10399,Pinnacle Plumbing & Drain,Fleet,Parts Coordinator,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10129,Pinnacle Plumbing & Drain,Field,Installation Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10029,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10131,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10318,Pinnacle Plumbing & Drain,Sales,Inside Sales Representative,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10160,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10185,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10153,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10037,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10262,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10183,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10130,Pinnacle Plumbing & Drain,Field,Installation Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10190,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10303,Pinnacle Plumbing & Drain,Sales,Sales Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10112,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10020,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10348,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10226,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-C314,Pinnacle Plumbing & Drain,Field,Contract Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10061,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10182,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10061,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10412,Pinnacle Plumbing & Drain,Acctg,AP/AR Specialist,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10113,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10125,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10224,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10083,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10069,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10210,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10372,Pinnacle Plumbing & Drain,Call Center,Dispatcher,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10220,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10115,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10251,Redwood Electric,CSR,Dispatcher,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10240,Redwood Electric,CSR,Cust Svc Rep,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10050,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10030,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10091,Redwood Electric,Installation,Install Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10374,Pinnacle Plumbing & Drain,Call Center,Call Center Supervisor,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10236,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10260,Redwood Electric,Parts & Fleet,Warehouse Associate,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10178,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10111,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10036,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10228,Redwood Electric,CSR,Cust Svc Rep,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10013,Redwood Electric,Installation,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10044,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10159,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10360,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10373,Pinnacle Plumbing & Drain,Call Center,Dispatcher,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10070,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10170,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10016,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10267,Redwood Electric,Parts & Fleet,Fleet Coordinator,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10074,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10176,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10149,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10083,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10171,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10257,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10240,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10141,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10409,Pinnacle Plumbing & Drain,Acctg,AP/AR Specialist,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10145,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10216,Redwood Electric,Sales,Sr Home Solutions Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10221,Redwood Electric,CSR,Cust Svc Rep,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10216,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10335,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10056,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10425,Pinnacle Plumbing & Drain,Executive,General Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10417,Pinnacle Plumbing & Drain,Acctg,Staff Accountant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10002,Redwood Electric,Installation,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10069,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10408,Pinnacle Plumbing & Drain,Acctg,AP/AR Specialist,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10344,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10422,Pinnacle Plumbing & Drain,Acctg,Controller,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10218,Redwood Electric,Sales,Inside Sales Representative,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10014,Redwood Electric,Installation,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10054,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10027,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10006,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10305,Pinnacle Plumbing & Drain,Sales,Sales Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10205,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10025,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10079,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10140,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10323,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10398,Pinnacle Plumbing & Drain,Fleet,Parts Coordinator,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10197,Redwood Electric,Field Ops - Service,Field Supervisor,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10400,Pinnacle Plumbing & Drain,Fleet,Parts Coordinator,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10268,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10128,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10223,Redwood Electric,CSR,Cust Svc Rep,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10152,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10388,Pinnacle Plumbing & Drain,Fleet,Warehouse Associate,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10341,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10237,Redwood Electric,CSR,Cust Svc Rep,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10005,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10119,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10235,Redwood Electric,CSR,Cust Svc Rep,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10298,Pinnacle Plumbing & Drain,Sales,Sales Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10407,Pinnacle Plumbing & Drain,Acctg,AP/AR Specialist,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10279,Pinnacle Plumbing & Drain,Field,Field Supervisor,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10053,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10095,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10051,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10047,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10223,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10255,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10194,Redwood Electric,Field Ops - Service,Field Supervisor,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10018,Redwood Electric,Installation,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10278,Pinnacle Plumbing & Drain,Field,Field Supervisor,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10173,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10413,Pinnacle Plumbing & Drain,Acctg,AP/AR Specialist,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10118,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10290,Pinnacle Plumbing & Drain,Sales,Sales Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10362,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10396,Pinnacle Plumbing & Drain,Fleet,Parts Coordinator,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10017,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10406,Pinnacle Plumbing & Drain,Fleet,Fleet Coordinator,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10258,Redwood Electric,Parts & Fleet,Warehouse Associate,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10288,Pinnacle Plumbing & Drain,Sales,Sales Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10137,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10093,Redwood Electric,Installation,Install Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10048,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-C311,Pinnacle Plumbing & Drain,Field,Contract HVAC Technician,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10059,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10264,Redwood Electric,Parts & Fleet,Parts Coordinator,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10062,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10297,Pinnacle Plumbing & Drain,Sales,Sales Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10090,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10053,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10089,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
