employee_id,opco,department,job_title,job_level,employee_type,pay_rate,pay_basis,scheduled_weekly_hours,hire_date,termination_date,status,work_state
GLC-10250,Great Lakes Comfort Systems,Service - HVAC,Technician,L3,,39.66,Hourly,40.0,2018-11-09,,Active,MI
GLC-C318,Great Lakes Comfort Systems,Install,Contract Installer,,Contractor,44.78,Hourly,40.0,2026-01-01,,Active,MI
GLC-10361,Great Lakes Comfort Systems,Warehouse,Warehouse Associate,L1,Full-Time,18.04,Hourly,28.0,2023-08-07,,Active,MI
BAY-10083,Bayside Mechanical,Install,HVAC Installer II,,Regular,25.94,Hourly,40.0,2024-08-28,,Active,FL
PIN-10267,Pinnacle Plumbing & Drain,Field,Plumber - Master,,Regular,38.57,,,2025-10-19,,Active,TX
GLC-10032,Great Lakes Comfort Systems,Install,Installer,L2,Regular,29.36,Hourly,40.0,2021-04-25,,Active,MI
GLC-10035,Great Lakes Comfort Systems,Install,Installer,L2,Full-Time,23.66,Hourly,40.0,2020-11-12,,Active,MI
BAY-10033,Bayside Mechanical,Install,HVAC Installer II,,Full-Time,24.62,Hourly,40.0,2025-05-31,,Active,FL
BAY-10102,Bayside Mechanical,Install,HVAC Installer II,,Regular,24.6,Hourly,40.0,2025-10-16,,Active,FL
RED-10281,Redwood Electric,HR,Recruiter,,Regular,56500.0,Annual,,2026-04-30,,Active,AZ
GLC-10344,Great Lakes Comfort Systems,Customer Care,Customer Care Manager,L4,Full-Time,83000.0,Annual,40.0,2025-04-09,,Active,MI
GLC-10217,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,FT,31.93,Hourly,40.0,2017-09-03,,Active,MI
NHS-10074,Northstar Corporate,Executive & Corporate,Regional Vice President,,Regular,188500.0,Annual,40.0,2025-09-25,,Active,FL
PIN-10099,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,FT,26.56,,,2023-04-24,,Active,TX
RED-10087,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),,Full-Time,44.13,Hourly,,2023-11-25,,Active,AZ
GLC-10116,Great Lakes Comfort Systems,Service - Plumbing,Technician,L1,Regular,18.19,Hourly,40.0,2021-09-06,,Active,MI
PIN-10392,Pinnacle Plumbing & Drain,Fleet,Warehouse Associate,,Full-Time,19.4,,,2018-09-01,,Active,TX
RED-10044,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Regular,23.08,Hourly,,2023-04-14,,Active,AZ
BAY-10171,Bayside Mechanical,Service,HVAC Service Tech I,,Regular,18.56,Hourly,40.0,2018-09-18,,Active,FL
PIN-10193,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,FT,32.7,,,2021-05-15,,Active,TX
PIN-10121,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,,Regular,43.96,,,2024-06-08,,Active,TX
RED-10081,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),,Regular,43.55,Hourly,,2020-04-30,,Active,AZ
RED-10148,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,,33.55,Hourly,,2025-12-13,,Active,AZ
BAY-10303,Bayside Mechanical,Service,HVAC Service Tech III,,Full-Time,39.74,Hourly,40.0,2014-06-28,,Active,FL
BAY-10197,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,25.27,Hourly,40.0,2025-03-10,,Active,FL
BAY-10394,Bayside Mechanical,Customer Care,Customer Service Rep,,,20.72,Hourly,29.0,2021-03-22,,Active,FL
BAY-10110,Bayside Mechanical,Install,Lead HVAC Installer,,Regular,44.16,Hourly,40.0,2020-09-09,,Active,FL
BAY-10329,Bayside Mechanical,Sales,Comfort Advisor,,,,Annual,40.0,2025-07-23,,Active,FL
RED-10084,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),,FT,41.07,Hourly,,2025-07-10,,Leave,AZ
GLC-10102,Great Lakes Comfort Systems,Install,Installer,L3,Regular,44.17,Hourly,40.0,2023-10-24,,Active,MI
BAY-10028,Bayside Mechanical,Install,HVAC Installer I,,Regular,21.27,Hourly,40.0,2023-07-14,,Active,FL
NHS-10010,Northstar Corporate,Finance & Accounting,FP&A Analyst,,Regular,81500.0,Annual,40.0,2025-11-09,,Active,FL
PIN-10340,Pinnacle Plumbing & Drain,Call Center,CSR,,Regular,18.58,,,2020-08-26,,Active,TX
BAY-10024,Bayside Mechanical,Install,HVAC Installer I,,Regular,21.67,Hourly,40.0,2011-06-30,,Active,FL
GLC-10189,Great Lakes Comfort Systems,Service - Plumbing,Technician,L2,Full-Time,32.65,Hourly,40.0,2024-04-07,,Active,MI
PIN-10319,Pinnacle Plumbing & Drain,Sales,Sales Manager,,Regular,93500.0,,,2023-03-30,,Active,TX
GLC-10077,Great Lakes Comfort Systems,Install,Installer,L2,Regular,26.99,Hourly,40.0,2020-09-13,,Active,MI
PIN-10002,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,,,18.15,,,2026-01-22,,Active,TX
PIN-10055,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,FT,26.11,,,2022-12-17,,Active,TX
RED-90028,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),,Regular,18.78,Hourly,,2019-06-23,2025-10-04,Terminated,AZ
GLC-C302,Great Lakes Comfort Systems,Service - HVAC,Contract HVAC Technician,,1099,53.73,Hourly,40.0,2025-10-13,,Active,MI
GLC-10378,Great Lakes Comfort Systems,Finance,AP/AR Specialist,L1,,24.43,Hourly,40.0,2024-01-26,,Active,MI
BAY-10191,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,28.64,Hourly,40.0,2024-02-27,,Active,FL
GLC-10314,Great Lakes Comfort Systems,Customer Care,Customer Service Representative,L1,,16.16,Hourly,28.0,2022-10-27,,Active,MI
NHS-10044,Northstar Corporate,IT,Business Systems Analyst,,FT,88000.0,Annual,40.0,2023-05-29,,Active,FL
BAY-90030,Bayside Mechanical,Service,HVAC Service Tech I,,,21.62,Hourly,40.0,2017-04-06,2025-08-09,Terminated,FL
GLC-10154,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Regular,28.79,Hourly,40.0,2025-12-28,,Active,MI
PIN-10227,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,,32.45,,,2021-02-08,,Active,TX
GLC-90095,Great Lakes Comfort Systems,Warehouse,Warehouse Associate,L1,FT,19.69,Hourly,24.0,2017-05-18,2026-08-15,Terminated,MI
BAY-10300,Bayside Mechanical,Service,HVAC Service Tech III,,,37.44,Hourly,40.0,2024-09-04,,Active,FL
BAY-10387,Bayside Mechanical,Customer Care,Customer Service Rep,,FT,19.83,Hourly,25.0,2019-06-05,,Active,FL
NHS-10057,Northstar Corporate,Marketing,Digital Marketing Specialist,,Regular,63500.0,Annual,40.0,2024-08-09,,Active,FL
RED-10276,Redwood Electric,HR,HR Coordinator,,Full-Time,45500.0,Annual,,2023-05-26,,Active,AZ
BAY-10345,Bayside Mechanical,Sales,Comfort Advisor,,Regular,49500.0,Annual,40.0,2026-01-20,,Active,FL
PIN-10085,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Full-Time,25.64,,,2021-07-17,,Active,TX
GLC-10011,Great Lakes Comfort Systems,Install,Installer,L1,Full-Time,20.51,Hourly,40.0,2024-01-05,,Active,MI
PIN-10418,Pinnacle Plumbing & Drain,Acctg,Senior Accountant,,Regular,80000.0,,,2018-10-22,,Active,TX
PIN-10114,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,,Full-Time,44.59,,,2020-07-19,,Active,TX
BAY-10036,Bayside Mechanical,Install,HVAC Installer II,,Full-Time,29.22,Hourly,40.0,2022-06-25,,Active,FL
RED-10177,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),,Regular,39.99,Hourly,,2024-08-22,,Active,AZ
PIN-10365,Pinnacle Plumbing & Drain,Call Center,Dispatcher,,Regular,20.0,,,2025-01-12,,Active,TX
RED-10108,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),,FT,18.3,Hourly,,2024-10-15,,Active,AZ
RED-10038,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Regular,,Hourly,,2024-12-07,,Active,AZ
PIN-10291,Pinnacle Plumbing & Drain,Sales,Sales Consultant,,,51000.0,,,2025-02-21,,Active,TX
RED-10142,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,Regular,28.86,Hourly,,2020-03-17,,Active,AZ
PIN-10075,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Regular,29.04,,,2025-03-10,,Active,TX
PIN-10165,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,FT,27.46,,,2022-04-04,,Active,TX
BAY-10471,Bayside Mechanical,Finance,Senior Accountant,,Regular,85000.0,Annual,40.0,2024-06-14,,Active,FL
BAY-10380,Bayside Mechanical,Customer Care,Customer Service Rep,,Full-Time,20.36,Hourly,24.0,2024-07-30,,Active,FL
GLC-10117,Great Lakes Comfort Systems,Service - HVAC,Technician,L1,,17.86,Hourly,40.0,2025-01-03,,Active,MI
BAY-10104,Bayside Mechanical,Install,HVAC Installer II,,FT,27.32,Hourly,40.0,2025-10-02,,Active,FL
GLC-10138,Great Lakes Comfort Systems,Service - HVAC,Technician,L1,Regular,17.05,Hourly,40.0,2023-05-03,,Active,MI
NHS-10040,Northstar Corporate,IT,Business Systems Analyst,,Regular,91000.0,Annual,40.0,2022-10-07,,Active,FL
BAY-10247,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,25.21,Hourly,40.0,2025-05-16,,Active,FL
PIN-10098,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Regular,27.04,,,2024-08-01,,Active,TX
GLC-10213,Great Lakes Comfort Systems,Service - Plumbing,Technician,L2,Regular,29.85,Hourly,40.0,2021-08-07,,Active,MI
GLC-10198,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Full-Time,,Hourly,40.0,2024-10-14,,Active,MI
PIN-90045,Pinnacle Plumbing & Drain,Fleet,Warehouse Associate,,FT,17.23,,,2018-03-17,2025-09-30,Terminated,TX
GLC-10317,Great Lakes Comfort Systems,Customer Care,Customer Service Representative,L1,Regular,20.55,Hourly,40.0,2015-05-20,,Active,MI
BAY-10480,Bayside Mechanical,Executive,General Manager,,,162500.0,Annual,40.0,2017-08-22,,Active,FL
GLC-10193,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Full-Time,28.9,Hourly,40.0,2018-06-10,,Active,MI
PIN-10233,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,,26.71,,,2020-01-04,,Active,TX
NHS-10065,Northstar Corporate,Executive & Corporate,Executive Assistant,,Regular,60500.0,Annual,40.0,2024-07-28,,Active,FL
PIN-10320,Pinnacle Plumbing & Drain,Sales,Sales Manager,,Regular,114000.0,,,2020-12-27,,Active,TX
PIN-10265,Pinnacle Plumbing & Drain,Field,Plumber - Master,,Regular,35.34,,,2024-02-23,,Active,TX
PIN-10191,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Regular,31.58,,,2024-04-12,,Active,TX
RED-10064,Redwood Electric,Installation,Electrical Installer (Lvl 2),,,24.42,Hourly,,2023-12-11,,Active,AZ
BAY-10417,Bayside Mechanical,Customer Care,Dispatcher,,FT,22.49,Hourly,40.0,2024-01-22,,Active,FL
GLC-10233,Great Lakes Comfort Systems,Service - Plumbing,Technician,L3,Regular,34.12,Hourly,40.0,2024-05-29,,Active,MI
PIN-10144,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,,Full-Time,18.5,,,2023-04-12,,Active,TX
BAY-10212,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,30.67,Hourly,40.0,2020-10-25,,Active,FL
PIN-10332,Pinnacle Plumbing & Drain,Call Center,CSR,,,17.04,,,2018-08-01,,Active,TX
PIN-10399,Pinnacle Plumbing & Drain,Fleet,Parts Coordinator,,,20.47,,,2020-08-15,,Active,TX
PIN-10129,Pinnacle Plumbing & Drain,Field,Installation Manager,,FT,86500.0,,,2025-06-13,,Active,TX
PIN-10029,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,,Full-Time,20.12,,,2018-02-07,,Active,TX
RED-10131,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,Regular,24.01,Hourly,,2023-10-04,,Active,AZ
BAY-10153,Bayside Mechanical,Service,HVAC Service Tech I,,Regular,21.78,Hourly,40.0,2023-01-21,,Active,FL
GLC-10271,Great Lakes Comfort Systems,Sales,Comfort Advisor,L2,FT,54000.0,Annual,40.0,2025-06-15,,Active,MI
BAY-10172,Bayside Mechanical,Service,HVAC Service Tech I,,Regular,20.55,Hourly,40.0,2023-10-07,,Active,FL
BAY-10261,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,26.75,Hourly,40.0,2023-11-07,,Active,FL
GLC-10185,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Full-Time,25.91,Hourly,40.0,2019-04-29,,Active,MI
BAY-10360,Bayside Mechanical,Sales,Sr Comfort Advisor,,Full-Time,50500.0,Annual,40.0,2025-02-26,,Active,FL
BAY-C316,Bayside Mechanical,Install,Contract Installer,,Contractor,38.84,Hourly,40.0,2026-03-21,,Active,FL
NHS-10004,Northstar Corporate,Finance & Accounting,Payroll Specialist,,Regular,58500.0,Annual,40.0,2024-12-09,,Active,FL
PIN-90013,Pinnacle Plumbing & Drain,Field,Field Supervisor,,Regular,85000.0,,,2021-11-22,2026-01-11,Terminated,TX
PIN-10318,Pinnacle Plumbing & Drain,Sales,Inside Sales Representative,,Regular,20.2,,,2025-06-18,,Active,TX
BAY-10262,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,29.33,Hourly,40.0,2024-05-22,,Active,FL
BAY-C324,Bayside Mechanical,Service,Contract Electrician,,1099,54.68,Hourly,40.0,2024-11-17,,Active,FL
GLC-10159,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,FT,25.2,Hourly,40.0,2023-05-04,,Active,MI
PIN-10160,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,,FT,17.27,,,2015-08-21,,Active,TX
GLC-10009,Great Lakes Comfort Systems,Install,Installer,L1,Full-Time,19.53,Hourly,40.0,2025-02-26,,Active,MI
BAY-10142,Bayside Mechanical,Service,HVAC Service Tech I,,Regular,21.84,Hourly,40.0,2024-10-29,,Active,FL
BAY-10213,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,24.46,Hourly,40.0,2025-09-02,,Active,FL
NHS-10005,Northstar Corporate,Finance & Accounting,Senior Accountant,,Full-Time,89500.0,Annual,40.0,2024-02-22,,Active,FL
PIN-10185,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Full-Time,32.47,,,2023-04-20,,Active,TX
RED-10153,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,Regular,33.82,Hourly,,2026-03-16,,Active,AZ
GLC-10309,Great Lakes Comfort Systems,Customer Care,Customer Service Representative,L1,FT,18.74,Hourly,25.0,2024-09-08,,Active,MI
RED-10037,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Full-Time,23.22,Hourly,,2017-08-25,,Active,AZ
BAY-10042,Bayside Mechanical,Install,HVAC Installer II,,Full-Time,26.69,Hourly,40.0,2025-01-31,,Active,FL
BAY-C305,Bayside Mechanical,Service,Contract HVAC Technician,,1099,50.55,Hourly,40.0,2025-05-12,,Active,FL
PIN-10262,Pinnacle Plumbing & Drain,Field,Plumber - Master,,Full-Time,38.81,,,2022-10-21,,Active,TX
RED-10183,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),,Full-Time,37.67,Hourly,,2024-07-29,,Active,AZ
RED-90044,Redwood Electric,CSR,Dispatcher,,,22.07,Hourly,,2021-01-20,2026-06-15,Terminated,AZ
BAY-10056,Bayside Mechanical,Install,HVAC Installer II,,Regular,25.33,Hourly,40.0,2025-01-02,,Active,FL
BAY-10155,Bayside Mechanical,Service,HVAC Service Tech I,,Regular,21.4,Hourly,40.0,2024-09-09,,Active,FL
PIN-10130,Pinnacle Plumbing & Drain,Field,Installation Manager,,Regular,78500.0,,,2022-08-09,,Active,TX
RED-10190,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),,Regular,36.56,Hourly,,2022-03-01,,Active,AZ
PIN-10303,Pinnacle Plumbing & Drain,Sales,Sales Consultant,,Regular,52500.0,,,2024-02-12,,Active,TX
PIN-10112,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,,Full-Time,43.83,,,2023-02-18,,Active,TX
NHS-10037,Northstar Corporate,IT,Systems Administrator,,Regular,79500.0,Annual,40.0,2021-03-07,,Active,FL
BAY-10456,Bayside Mechanical,Warehouse,Warehouse Manager,,FT,72000.0,Annual,40.0,2025-11-26,,Active,FL
GLC-10057,Great Lakes Comfort Systems,Install,Installer,L2,Full-Time,22.5,Hourly,40.0,2020-12-31,,Active,MI
PIN-10020,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,,Full-Time,19.39,,,2024-06-23,,Active,TX
BAY-10016,Bayside Mechanical,Install,HVAC Installer I,,Full-Time,20.09,Hourly,40.0,2023-08-19,,Active,FL
GLC-10044,Great Lakes Comfort Systems,Install,Installer,L2,,28.28,Hourly,40.0,2020-07-14,,Active,MI
PIN-10348,Pinnacle Plumbing & Drain,Call Center,CSR,,,19.64,,,2021-01-05,,Active,TX
PIN-10226,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,FT,25.7,,,2021-06-22,,Active,TX
GLC-10069,Great Lakes Comfort Systems,Install,Installer,L2,Regular,23.69,Hourly,40.0,2024-05-21,,Active,MI
PIN-C314,Pinnacle Plumbing & Drain,Field,Contract Installer,,Contractor,44.47,,,2025-01-06,,Active,TX
GLC-10302,Great Lakes Comfort Systems,Customer Care,Customer Service Representative,L1,Full-Time,16.75,Hourly,25.0,2022-03-04,,Active,MI
GLC-10265,Great Lakes Comfort Systems,Service - HVAC,Service Manager,L5,Regular,90500.0,Annual,40.0,2021-09-25,,Active,MI
BAY-10061,Bayside Mechanical,Install,HVAC Installer II,,,24.38,Hourly,40.0,2019-08-30,,Active,FL
RED-10061,Redwood Electric,Installation,Electrical Installer (Lvl 2),,FT,23.33,Hourly,,2021-01-01,,Active,AZ
RED-10182,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),,Regular,41.94,Hourly,,2025-05-20,,Active,AZ
PIN-10061,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Regular,26.27,,,2023-06-13,,Active,TX
PIN-10412,Pinnacle Plumbing & Drain,Acctg,AP/AR Specialist,,Full-Time,22.91,,,2025-02-21,,Active,TX
GLC-10115,Great Lakes Comfort Systems,Service - HVAC,Technician,L1,Full-Time,19.67,Hourly,40.0,2015-07-03,,Active,MI
PIN-10113,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,,FT,43.67,,,2023-12-24,,Active,TX
BAY-10448,Bayside Mechanical,Warehouse,Parts Coordinator,,Regular,23.13,Hourly,40.0,2025-12-11,,Active,FL
BAY-10464,Bayside Mechanical,Finance,AP/AR Specialist,,,24.23,Hourly,40.0,2024-10-22,,Active,FL
BAY-10159,Bayside Mechanical,Service,HVAC Service Tech I,,Regular,20.56,Hourly,40.0,2024-02-20,,Active,FL
PIN-10125,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,,Regular,42.96,,,2021-04-02,,Active,TX
PIN-10224,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,FT,27.59,,,2022-04-30,,Active,TX
BAY-10002,Bayside Mechanical,Install,HVAC Installer I,,,18.78,Hourly,40.0,2025-08-21,,Active,FL
RED-10083,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),,Full-Time,45.05,Hourly,,2014-04-12,,Active,AZ
NHS-90094,Northstar Corporate,IT,Help Desk Technician,,Full-Time,24.6,Hourly,40.0,2022-07-16,2026-05-23,Terminated,FL
GLC-10326,Great Lakes Comfort Systems,Customer Care,Dispatcher,L2,Regular,22.4,Hourly,20.0,2023-09-27,,Active,MI
BAY-10022,Bayside Mechanical,Install,HVAC Installer I,,Full-Time,21.76,Hourly,40.0,2024-05-27,,Active,FL
BAY-10291,Bayside Mechanical,Service,HVAC Service Tech III,,,35.81,Hourly,40.0,2019-05-08,,Active,FL
BAY-10409,Bayside Mechanical,Customer Care,Customer Service Rep,,Regular,20.55,Hourly,40.0,2019-04-12,,Active,FL
RED-10069,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Regular,26.54,Hourly,,2022-06-05,,Active,AZ
PIN-10210,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Regular,26.66,,,2020-05-06,,Active,TX
PIN-10372,Pinnacle Plumbing & Drain,Call Center,Dispatcher,,,20.65,,,2025-06-10,,Active,TX
GLC-10257,Great Lakes Comfort Systems,Service - Plumbing,Field Supervisor,L4,Regular,84500.0,Annual,40.0,2023-06-26,,Active,MI
BAY-10035,Bayside Mechanical,Install,HVAC Installer II,,Regular,25.45,Hourly,40.0,2023-11-05,,Active,FL
PIN-10220,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,FT,32.38,,,2026-04-20,,Active,TX
BAY-10439,Bayside Mechanical,Warehouse,Warehouse Associate,,Full-Time,16.22,Hourly,40.0,2023-04-18,,Active,FL
GLC-10089,Great Lakes Comfort Systems,Install,Installer,L3,Regular,40.03,Hourly,40.0,2016-06-30,,Active,MI
GLC-10221,Great Lakes Comfort Systems,Service - Plumbing,Technician,L2,Full-Time,25.41,Hourly,40.0,2022-09-15,,Active,MI
RED-10115,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),,Regular,18.78,Hourly,,2024-08-20,,Active,AZ
GLC-10183,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Full-Time,28.37,Hourly,40.0,2024-04-15,,Active,MI
RED-10251,Redwood Electric,CSR,Dispatcher,,Full-Time,20.74,Hourly,,2019-09-24,,Active,AZ
RED-10240,Redwood Electric,CSR,Cust Svc Rep,,Full-Time,16.01,Hourly,,2023-09-09,,Active,AZ
BAY-10072,Bayside Mechanical,Install,HVAC Installer II,,,28.94,Hourly,40.0,2024-05-23,,Active,FL
BAY-10265,Bayside Mechanical,Service,HVAC Service Tech II,,Full-Time,32.47,Hourly,40.0,2024-12-31,,Active,FL
BAY-10441,Bayside Mechanical,Warehouse,Warehouse Associate,,Regular,16.37,Hourly,25.0,2023-10-30,,Active,FL
BAY-10436,Bayside Mechanical,Warehouse,Warehouse Associate,,FT,17.66,Hourly,24.0,2021-03-07,,Active,FL
BAY-10218,Bayside Mechanical,Service,HVAC Service Tech II,,FT,25.01,Hourly,40.0,2022-04-14,,Active,FL
RED-10050,Redwood Electric,Installation,Electrical Installer (Lvl 2),,,29.54,Hourly,,2023-03-30,,Active,AZ
GLC-10043,Great Lakes Comfort Systems,Install,Installer,L2,Full-Time,23.65,Hourly,40.0,2025-04-04,,Active,MI
RED-10030,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Regular,24.31,Hourly,,2022-02-20,,Active,AZ
GLC-10049,Great Lakes Comfort Systems,Install,Installer,L2,Regular,29.53,Hourly,40.0,2024-03-13,,Active,MI
RED-10091,Redwood Electric,Installation,Install Manager,,Full-Time,84000.0,Annual,,2017-06-04,,Active,AZ
BAY-10309,Bayside Mechanical,Service,HVAC Service Tech III,,Regular,34.02,Hourly,40.0,2022-04-05,,Active,FL
GLC-10352,Great Lakes Comfort Systems,Warehouse,Warehouse Associate,L1,Regular,19.21,Hourly,20.0,2023-09-23,,Active,MI
GLC-10243,Great Lakes Comfort Systems,Service - HVAC,Technician,L3,,37.9,Hourly,40.0,2025-03-15,,Active,MI
GLC-10161,Great Lakes Comfort Systems,Service - Plumbing,Technician,L2,,30.0,Hourly,40.0,2022-08-10,,Active,MI
BAY-10214,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,24.3,Hourly,40.0,2024-01-08,,Active,FL
NHS-10024,Northstar Corporate,IT,Help Desk Technician,,,25.22,Hourly,40.0,2021-07-07,,Active,FL
PIN-10374,Pinnacle Plumbing & Drain,Call Center,Call Center Supervisor,,Regular,57000.0,,,2025-07-29,,Active,TX
BAY-10106,Bayside Mechanical,Install,HVAC Installer II,,Regular,24.21,Hourly,40.0,2017-03-03,,Active,FL
NHS-10072,Northstar Corporate,Executive & Corporate,Regional Vice President,,FT,223000.0,Annual,40.0,2025-10-11,,Active,FL
PIN-10236,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,FT,33.76,,,2025-01-17,,Active,TX
BAY-10163,Bayside Mechanical,Service,HVAC Service Tech I,,FT,21.72,Hourly,40.0,2021-06-22,,Active,FL
RED-10260,Redwood Electric,Parts & Fleet,Warehouse Associate,,Regular,19.28,Hourly,,2024-05-21,,Active,AZ
BAY-10230,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,24.97,Hourly,40.0,2023-05-28,,Active,FL
GLC-90088,Great Lakes Comfort Systems,Customer Care,Dispatcher,L2,Regular,19.14,Hourly,40.0,2019-06-04,2026-01-06,Terminated,MI
GLC-10003,Great Lakes Comfort Systems,Install,Installer,L1,Regular,21.69,Hourly,40.0,2026-06-10,,Active,MI
GLC-10301,Great Lakes Comfort Systems,Customer Care,Customer Service Representative,L1,Regular,19.72,Hourly,40.0,2022-09-09,,Active,MI
RED-10178,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),,Regular,34.31,Hourly,,2018-10-25,,Active,AZ
RED-10111,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),,FT,17.29,Hourly,,2025-12-08,,Active,AZ
GLC-10277,Great Lakes Comfort Systems,Sales,Comfort Advisor,L2,Regular,42000.0,Annual,40.0,2020-02-02,,Active,MI
GLC-10152,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Regular,27.96,Hourly,40.0,2025-02-13,,Active,MI
RED-10036,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Regular,29.25,Hourly,,2020-04-11,,Active,AZ
NHS-10020,Northstar Corporate,HR,HR Business Partner,,,99000.0,Annual,40.0,2021-08-25,,Active,FL
GLC-10146,Great Lakes Comfort Systems,Service - Plumbing,Technician,L2,,32.37,Hourly,40.0,2025-06-08,,Active,MI
RED-10228,Redwood Electric,CSR,Cust Svc Rep,,FT,19.3,Hourly,,2025-07-21,,Active,AZ
RED-10013,Redwood Electric,Installation,Apprentice Electrician (Lvl 1),,FT,,Hourly,,2021-06-08,,Active,AZ
PIN-10044,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Regular,29.47,,,2025-03-08,,Active,TX
RED-10159,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,,26.82,Hourly,,2019-10-12,,Active,AZ
PIN-10360,Pinnacle Plumbing & Drain,Call Center,CSR,,Regular,17.17,,,2023-02-16,,Active,TX
BAY-10414,Bayside Mechanical,Customer Care,Dispatcher,,Regular,23.02,Hourly,40.0,2025-12-26,,Active,FL
GLC-10128,Great Lakes Comfort Systems,Service - HVAC,Technician,L1,Full-Time,19.47,Hourly,40.0,2023-04-26,,Active,MI
BAY-10012,Bayside Mechanical,Install,HVAC Installer I,,,17.15,Hourly,40.0,2023-05-16,,Active,FL
PIN-10373,Pinnacle Plumbing & Drain,Call Center,Dispatcher,,Regular,21.12,,,2023-12-29,,Active,TX
BAY-10019,Bayside Mechanical,Install,HVAC Installer I,,Regular,19.84,Hourly,40.0,2025-01-15,,Active,FL
PIN-90006,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Full-Time,22.72,,,2018-06-20,2026-05-22,Terminated,TX
PIN-10070,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Full-Time,26.66,,,2024-02-07,,Active,TX
RED-10170,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,Full-Time,27.74,Hourly,,2016-11-18,,Active,AZ
