profile_id,entity_id,title_raw,title_provider_cleaned,seniority_provider,location,start_date,profile_last_updated,salary_est_base
700292,4471023,Customer Experience Manager,Customer Service Manager,Manager,"Cincinnati, OH",2025-06-19,2025-11-04,39500.0
700340,6120887,Controller,Controller,Manager,"Louisville, KY",2016-12-15,2024-11-07,
700212,4471023,Inside Sales Representative,Inside Sales,Mid,"Dayton, OH",2020-10-20,2026-01-13,
700349,6120887,HR Generalist,HR Generalist,Mid,"Louisville, KY",2010-09-01,2018-08-12,
700528,9083341,Territory Sales Rep - Wholesale,Sales Representative,Entry,"Lakeland, FL",2025-08-22,2026-07-21,
700548,9083341,Counter Sales Associate,Counter Sales,Mid,"Orlando, FL",2021-03-31,2025-07-14,
700108,4471023,Senior Service Technician,Senior Service Technician,Senior,"Mason, OH",2024-08-19,2026-08-05,
700216,6120887,Customer Service Representative,Customer Service Rep,Mid,"Louisville, KY",2011-01-01,2019-04-17,
700497,4471023,Intern,Intern,Entry,"Dayton, OH",2025-02-05,2026-02-11,
700399,4471023,Brand Manager,Marketing Manager,Manager,"Cincinnati, OH",2024-02-15,2026-07-16,
700343,4471023,Payroll Administrator,Payroll,Mid,"Cincinnati, OH",2021-02-10,2025-06-07,
700008,6120887,HVAC Service Technician,Service Technician,Mid,"Louisville, KY",2008-02-01,2019-01-08,
700031,4471023,HVAC Service Technician,Service Technician,Entry,"Cincinnati, OH",2025-08-20,2026-07-05,
700035,4471023,HVAC Service Technician,Service Technician,Mid,"Columbus, OH",2023-11-30,2026-03-17,
700025,6120887,HVAC Service Technician,Service Technician,Entry,"Florence, KY",2024-08-13,2025-07-02,
700088,4471023,Install Technician,Installer,Entry,"Dayton, OH",2025-04-22,2025-06-12,
700407,4471023,Branch Manager,Branch Manager,Manager,"Cincinnati, OH",2009-09-01,2018-02-04,
700080,4471023,HVAC Installer,Installer,Mid,"Florence, KY",2020-12-30,2025-05-06,50500.0
700074,6120887,HVAC Installer,Installer,Mid,"Lexington, KY",2023-10-20,2025-03-03,55000.0
700268,4471023,Dispatcher,Dispatcher,Mid,"Cincinnati, OH",2022-05-08,2026-02-03,43000.0
700411,4471023,Branch Manager,Branch Manager,Manager,"Florence, KY",2025-03-11,2026-05-15,
700061,4471023,HVAC Installer,Installer,Mid,"Columbus, OH",2007-10-01,2018-03-07,
700096,6120887,Plumber,Plumber,Mid,"Louisville, KY",2013-02-01,2021-12-26,
700409,4471023,Branch Manager,Branch Manager,Manager,"Dayton, OH",2023-11-10,2025-12-07,
700040,4471023,Service Technician,Service Technician,Mid,"Dayton, OH",2007-09-01,2022-07-22,51000.0
700181,4471023,Home Solutions Consultant,Sales Representative,Entry,"Lexington, KY",2025-11-15,2026-02-26,
700536,9083341,Territory Sales Rep - Wholesale,Sales Representative,Entry,"Orlando, FL",2026-04-06,2026-06-02,
700127,4471023,Comfort Advisor,Sales Representative,Mid,"Louisville, KY",2011-11-01,2019-08-22,
700545,9083341,Counter Sales Associate,Counter Sales,Mid,"Orlando, FL",2007-09-01,2019-11-19,44500.0
700464,4471023,Chief Financial Officer,CFO,Executive,"Dayton, OH",2023-04-03,2026-01-19,
700287,4471023,Call Center Team Lead,Customer Service Supervisor,Manager,"Mason, OH",2021-06-04,2025-11-03,
700153,4471023,Comfort Advisor,Sales Representative,Entry,"Columbus, OH",2024-03-21,2025-09-04,54500.0
700139,4471023,Comfort Advisor,Sales Representative,Entry,"Dayton, OH",2024-12-01,2025-10-09,
700499,4471023,Consultant,Consultant,Mid,"Cincinnati, OH",2021-03-14,2025-12-16,50000.0
700319,4471023,Staff Accountant,Accountant,Mid,"Louisville, KY",2024-02-14,2025-01-08,68000.0
700142,4471023,Comfort Advisor,Sales Representative,Mid,"Mason, OH",2022-05-08,2026-02-17,
700630,9083341,Delivery Driver,Driver,Mid,"Fort Myers, FL",2022-09-03,2024-10-22,
700047,4471023,Service Technician,Service Technician,Entry,"Lexington, KY",2025-05-25,2026-01-10,
700183,6120887,Residential Sales Consultant,Sales Representative,Mid,"Florence, KY",2008-07-01,2020-08-13,
700062,4471023,HVAC Installer,Installer,Mid,"Dayton, OH",2012-05-01,2019-09-21,
700305,4471023,Warehouse Associate,Warehouse Associate,Mid,"Cincinnati, OH",2021-04-25,2025-09-20,
700202,4471023,Sales Manager,Sales Manager,Manager,"Florence, KY",2025-05-26,2026-04-14,44500.0
700462,4471023,President,President,Executive,"Dayton, OH",2024-04-01,2025-04-29,165500.0
700038,4471023,HVAC Service Technician,Service Technician,Entry,"Mason, OH",2026-07-29,2026-08-04,
700190,6120887,Residential Sales Consultant,Sales Representative,Entry,"Lexington, KY",2024-08-19,2025-12-30,
700571,9083341,Counter Sales Associate,Counter Sales,Mid,"Fort Myers, FL",2021-10-26,2025-03-01,50000.0
700383,4471023,Marketing Coordinator,Marketing Coordinator,Mid,"Florence, KY",2021-11-02,2026-02-08,56000.0
700502,4471023,Consultant,Consultant,Entry,"Dayton, OH",2024-11-06,2026-08-05,
700066,4471023,HVAC Installer,Installer,Mid,"Lexington, KY",2013-04-01,2018-07-02,
700313,4471023,Fleet Coordinator,Fleet Coordinator,Mid,"Florence, KY",2014-11-04,2026-01-25,44000.0
700131,4471023,Comfort Advisor,Sales Representative,Mid,"Mason, OH",2006-01-01,2022-06-26,
700011,6120887,HVAC Service Technician,Service Technician,Mid,"Louisville, KY",2019-09-23,2024-12-19,
700475,6120887,Team Member,Unknown,Mid,"Lexington, KY",2021-03-03,2026-04-26,
700252,4471023,Customer Service Representative,Customer Service Rep,Mid,"Cincinnati, OH",2021-11-01,2026-05-23,38500.0
700247,6120887,Customer Service Representative,Customer Service Rep,Mid,"Louisville, KY",2023-09-27,2026-03-27,
700381,4471023,Marketing Coordinator,Marketing Coordinator,Entry,"Lexington, KY",2024-03-23,2025-06-21,80000.0
700639,9083341,Pricing Analyst,Pricing Analyst,Mid,"Orlando, FL",2024-01-04,2025-08-21,
700643,9083341,Regional Sales Director,Sales Director,Director,"Tampa, FL",2023-09-13,2025-06-20,
700067,4471023,HVAC Installer,Installer,Entry,"Cincinnati, OH",2025-07-12,2025-07-17,
700246,4471023,Customer Service Representative,Customer Service Rep,Entry,"Columbus, OH",2026-06-20,2026-08-11,36000.0
700463,4471023,Chief Executive Officer,CEO,Executive,"Lexington, KY",2022-03-11,2025-01-05,
700339,4471023,Controller,Controller,Manager,"Cincinnati, OH",2026-01-02,2026-05-06,64000.0
700374,4471023,Systems Administrator,Systems Administrator,Mid,"Lexington, KY",2023-12-02,2025-08-02,
700553,9083341,Counter Sales Associate,Counter Sales,Entry,"Orlando, FL",2026-06-15,2026-08-22,
700207,6120887,Sales Manager,Sales Manager,Manager,"Lexington, KY",2021-10-29,2025-08-20,
700034,4471023,HVAC Service Technician,Service Technician,Entry,"Columbus, OH",2024-05-07,2025-04-13,
700410,4471023,Branch Manager,Branch Manager,Manager,"Lexington, KY",2025-08-25,2026-07-15,
700363,4471023,IT Support Specialist,IT Support,Mid,"Cincinnati, OH",2010-10-01,2020-09-04,
700141,6120887,Comfort Advisor,Sales Representative,Entry,"Lexington, KY",2026-01-26,2026-06-10,52500.0
700203,4471023,Sales Manager,Sales Manager,Manager,"Columbus, OH",2024-03-02,2026-04-20,49500.0
700500,4471023,Consultant,Consultant,Mid,"Cincinnati, OH",2022-07-11,2024-12-22,
700154,4471023,Comfort Advisor,Sales Representative,Entry,"Louisville, KY",2025-08-16,2026-03-21,
700266,4471023,Dispatcher,Dispatcher,Entry,"Cincinnati, OH",2026-06-01,2026-08-26,
700201,4471023,Sales Manager,Sales Manager,Manager,"Lexington, KY",2019-06-14,2025-07-12,
700187,4471023,Residential Sales Consultant,Sales Representative,Mid,"Louisville, KY",2024-02-28,2024-11-05,51500.0
700060,4471023,HVAC Installer,Installer,Mid,"Florence, KY",2014-04-01,2019-10-17,
700604,9083341,Inside Sales - HVAC Parts,Inside Sales,Mid,"Fort Myers, FL",2023-07-07,2025-12-26,52000.0
700408,4471023,Branch Manager,Branch Manager,Manager,"Lexington, KY",2013-04-01,2018-12-10,102000.0
700145,6120887,Comfort Advisor,Sales Representative,Mid,"Louisville, KY",2020-03-08,2026-01-17,
700391,4471023,Digital Marketing Specialist,Marketing Specialist,Mid,"Cincinnati, OH",2023-01-05,2024-10-29,61500.0
700424,4471023,Operations Manager,Operations Manager,Manager,"Florence, KY",2023-03-29,2025-10-25,
700346,4471023,Financial Analyst,Financial Analyst,Entry,"Louisville, KY",2024-09-13,2025-10-24,
700390,4471023,Digital Marketing Specialist,Marketing Specialist,Entry,"Cincinnati, OH",2026-04-10,2026-05-27,
700565,9083341,Counter Sales Associate,Counter Sales,Mid,"Tampa, FL",2023-04-13,2025-07-18,
700264,6120887,Dispatcher,Dispatcher,Mid,"Louisville, KY",2011-06-01,2020-11-23,
700632,9083341,Delivery Driver,Driver,Mid,"Lakeland, FL",2023-04-30,2026-07-14,
700623,9083341,Delivery Driver,Driver,Mid,"Lakeland, FL",2008-01-01,2020-12-15,45000.0
700641,9083341,Pricing Analyst,Pricing Analyst,Mid,"Orlando, FL",2023-11-22,2025-08-03,
700233,4471023,Customer Service Representative,Customer Service Rep,Entry,"Dayton, OH",2025-06-04,2025-10-28,
700258,4471023,Dispatcher,Dispatcher,Mid,"Louisville, KY",2007-04-01,2022-12-04,
700638,9083341,Pricing Analyst,Pricing Analyst,Mid,"Tampa, FL",2010-07-01,2020-11-23,37500.0
700242,4471023,Customer Service Representative,Customer Service Rep,Mid,"Cincinnati, OH",2021-08-06,2025-11-10,36000.0
700113,4471023,Senior Service Technician,Senior Service Technician,Senior,"Dayton, OH",2025-03-25,2025-12-09,
700573,9083341,Counter Sales Associate,Counter Sales,Mid,"Lakeland, FL",2022-02-23,2025-01-18,
700352,6120887,HR Generalist,HR Generalist,Entry,"Louisville, KY",2026-07-06,2026-07-14,
700198,6120887,Residential Sales Consultant,Sales Representative,Entry,"Louisville, KY",2024-07-20,2025-12-12,
700338,4471023,Controller,Controller,Manager,"Cincinnati, OH",2022-09-30,2025-04-09,70000.0
700508,9083341,Territory Sales Rep - Wholesale,Sales Representative,Mid,"Tampa, FL",2013-01-01,2020-01-23,57000.0
700441,4471023,Install Manager,Install Manager,Manager,"Mason, OH",2023-11-11,2024-11-20,104500.0
700537,9083341,Territory Sales Rep - Wholesale,Sales Representative,Entry,"Fort Myers, FL",2024-05-20,2025-11-05,50000.0
700551,9083341,Counter Sales Associate,Counter Sales,Entry,"Fort Myers, FL",2024-08-30,2025-09-11,53500.0
700157,4471023,Comfort Advisor,Sales Representative,Mid,"Dayton, OH",2022-07-19,2024-10-21,
700064,4471023,HVAC Installer,Installer,Mid,"Cincinnati, OH",2007-04-01,2018-07-01,54000.0
700546,9083341,Counter Sales Associate,Counter Sales,Mid,"Orlando, FL",2006-06-01,2021-08-20,50500.0
700622,9083341,Branch Manager - Distribution,Branch Manager,Manager,"Tampa, FL",2023-08-21,2024-11-15,
700334,4471023,Accounts Payable Specialist,Accounts Payable,Entry,"Columbus, OH",2026-01-23,2026-05-30,
700480,6120887,Team Member,Unknown,Mid,"Louisville, KY",2023-11-15,2025-10-27,47500.0
700112,4471023,Senior Service Technician,Senior Service Technician,Senior,"Columbus, OH",2026-02-17,2026-04-21,57500.0
700531,9083341,Territory Sales Rep - Wholesale,Sales Representative,Entry,"Tampa, FL",2025-09-14,2025-10-24,52500.0
700195,6120887,Residential Sales Consultant,Sales Representative,Entry,"Louisville, KY",2025-05-10,2026-01-18,
700192,4471023,Residential Sales Consultant,Sales Representative,Mid,"Cincinnati, OH",2023-05-29,2026-03-14,48500.0
700493,4471023,Intern,Intern,Entry,"Dayton, OH",2025-07-30,2026-08-27,
700367,4471023,IT Support Specialist,IT Support,Entry,"Florence, KY",2024-12-06,2026-08-18,
700599,9083341,Inside Sales - HVAC Parts,Inside Sales,Entry,"Lakeland, FL",2025-07-05,2025-08-13,
700158,4471023,Comfort Advisor,Sales Representative,Entry,"Cincinnati, OH",2024-03-08,2024-12-25,51000.0
700005,4471023,HVAC Service Technician,Service Technician,Mid,"Mason, OH",2010-11-01,2018-06-09,
700473,4471023,Team Member,Unknown,Mid,"Lexington, KY",2006-05-01,2019-07-08,
700570,9083341,Counter Sales Associate,Counter Sales,Mid,"Orlando, FL",2023-01-29,2026-02-25,
700625,9083341,Delivery Driver,Driver,Entry,"Orlando, FL",2025-04-20,2025-07-17,
700149,6120887,Comfort Advisor,Sales Representative,Mid,"Louisville, KY",2023-03-19,2025-07-13,56000.0
700550,9083341,Counter Sales Associate,Counter Sales,Entry,"Lakeland, FL",2025-04-14,2025-10-08,
700524,9083341,Territory Sales Rep - Wholesale,Sales Representative,Mid,"Tampa, FL",2022-01-31,2025-06-18,
700504,6120887,Project Coordinator,Project Coordinator,Entry,"Lexington, KY",2026-02-10,2026-06-26,52000.0
700516,9083341,Territory Sales Rep - Wholesale,Sales Representative,Mid,"Fort Myers, FL",2021-11-26,2026-07-02,
700079,4471023,HVAC Installer,Installer,Entry,"Mason, OH",2024-04-28,2026-04-05,
700256,6120887,Customer Service Representative,Customer Service Rep,Entry,"Florence, KY",2026-05-12,2026-05-14,
700560,9083341,Counter Sales Associate,Counter Sales,Entry,"Tampa, FL",2024-04-24,2024-11-04,47500.0
700574,9083341,Warehouse Associate,Warehouse Associate,Mid,"Fort Myers, FL",2008-06-01,2018-08-20,45000.0
700559,9083341,Counter Sales Associate,Counter Sales,Entry,"Tampa, FL",2025-08-22,2025-11-13,
700561,9083341,Counter Sales Associate,Counter Sales,Entry,"Lakeland, FL",2025-09-14,2026-05-14,55500.0
700527,9083341,Territory Sales Rep - Wholesale,Sales Representative,Entry,"Lakeland, FL",2024-07-06,2025-10-30,
700382,6120887,Marketing Coordinator,Marketing Coordinator,Entry,"Louisville, KY",2024-10-12,2026-07-20,53000.0
700607,9083341,Inside Sales - HVAC Parts,Inside Sales,Mid,"Tampa, FL",2022-04-10,2025-06-04,
700535,9083341,Territory Sales Rep - Wholesale,Sales Representative,Mid,"Tampa, FL",2021-10-19,2025-02-18,
700326,6120887,Staff Accountant,Accountant,Mid,"Lexington, KY",2020-10-07,2024-12-30,
700438,4471023,Install Manager,Install Manager,Manager,"Dayton, OH",2025-08-30,2026-04-30,93500.0
700174,6120887,Home Solutions Consultant,Sales Representative,Mid,"Florence, KY",2020-03-13,2025-05-15,
700054,4471023,Service Technician,Service Technician,Entry,"Florence, KY",2025-05-05,2026-05-02,58500.0
700514,9083341,Territory Sales Rep - Wholesale,Sales Representative,Entry,"Tampa, FL",2026-02-20,2026-05-14,
700468,4471023,Vice President of Sales,VP Sales,Executive,"Cincinnati, OH",2021-03-18,2024-11-22,
700085,6120887,Install Technician,Installer,Mid,"Florence, KY",2012-05-01,2019-03-08,
700277,4471023,Dispatcher,Dispatcher,Entry,"Mason, OH",2025-02-15,2025-02-17,
700188,4471023,Residential Sales Consultant,Sales Representative,Mid,"Dayton, OH",2022-04-13,2025-06-28,45000.0
700442,4471023,Install Manager,Install Manager,Manager,"Columbus, OH",2025-06-12,2026-03-17,
700299,4471023,Warehouse Associate,Warehouse Associate,Mid,"Dayton, OH",2013-12-01,2018-08-02,
700150,4471023,Comfort Advisor,Sales Representative,Mid,"Florence, KY",2015-06-17,2025-02-20,
700078,6120887,HVAC Installer,Installer,Mid,"Louisville, KY",2024-01-12,2025-11-05,
700238,4471023,Customer Service Representative,Customer Service Rep,Mid,"Louisville, KY",2022-09-12,2026-06-04,
700523,9083341,Territory Sales Rep - Wholesale,Sales Representative,Entry,"Tampa, FL",2024-08-24,2026-02-25,
700036,6120887,HVAC Service Technician,Service Technician,Mid,"Lexington, KY",2023-06-23,2026-07-09,
700055,4471023,Service Technician,Service Technician,Mid,"Columbus, OH",2021-10-24,2026-04-25,48000.0
700439,4471023,Install Manager,Install Manager,Manager,"Columbus, OH",2023-11-23,2025-06-26,
700046,6120887,Service Technician,Service Technician,Mid,"Louisville, KY",2020-08-21,2026-02-24,
700116,4471023,Lead Installer,Lead Installer,Senior,"Louisville, KY",2024-07-16,2025-04-11,50000.0
700121,4471023,Apprentice HVAC Technician,Apprentice Technician,Entry,"Florence, KY",2007-09-01,2019-06-14,59500.0
700600,9083341,Inside Sales - HVAC Parts,Inside Sales,Mid,"Tampa, FL",2024-01-03,2025-02-26,
700044,4471023,Service Technician,Service Technician,Mid,"Lexington, KY",2009-11-01,2020-08-13,
700152,4471023,Comfort Advisor,Sales Representative,Entry,"Cincinnati, OH",2025-08-13,2026-05-02,
700568,9083341,Counter Sales Associate,Counter Sales,Mid,"Orlando, FL",2022-06-06,2025-04-21,
700533,9083341,Territory Sales Rep - Wholesale,Sales Representative,Entry,"Tampa, FL",2025-11-10,2026-03-09,52500.0
700386,4471023,Marketing Coordinator,Marketing Coordinator,Entry,"Cincinnati, OH",2025-06-20,2026-06-27,
700542,9083341,Counter Sales Associate,Counter Sales,Mid,"Tampa, FL",2010-10-01,2019-09-13,
700455,4471023,General Manager,General Manager,Manager,"Cincinnati, OH",2025-10-24,2026-03-24,
700224,4471023,Customer Service Representative,Customer Service Rep,Mid,"Cincinnati, OH",2011-03-01,2018-06-18,
700610,9083341,Inside Sales - HVAC Parts,Inside Sales,Mid,"Lakeland, FL",2024-01-31,2025-04-27,
700301,6120887,Warehouse Associate,Warehouse Associate,Entry,"Florence, KY",2024-04-17,2025-08-04,
700645,9083341,Regional Sales Director,Sales Director,Director,"Tampa, FL",2024-02-21,2024-10-28,52000.0
700086,4471023,Install Technician,Installer,Mid,"Louisville, KY",2020-03-16,2025-02-14,
700270,4471023,Dispatcher,Dispatcher,Entry,"Columbus, OH",2024-05-03,2025-04-30,
700515,9083341,Territory Sales Rep - Wholesale,Sales Representative,Mid,"Fort Myers, FL",2019-08-16,2025-03-04,
700110,4471023,Senior Service Technician,Senior Service Technician,Senior,"Mason, OH",2021-01-17,2025-01-04,61500.0
700603,9083341,Inside Sales - HVAC Parts,Inside Sales,Mid,"Tampa, FL",2020-05-04,2025-05-15,
700075,4471023,HVAC Installer,Installer,Mid,"Louisville, KY",2022-06-21,2026-07-06,
700594,9083341,Warehouse Associate,Warehouse Associate,Mid,"Orlando, FL",2018-09-13,2026-07-26,
700010,4471023,HVAC Service Technician,Service Technician,Mid,"Lexington, KY",2021-04-23,2025-09-29,60500.0
700419,4471023,Operations Manager,Operations Manager,Manager,"Cincinnati, OH",2006-07-01,2021-03-23,
700543,9083341,Counter Sales Associate,Counter Sales,Mid,"Orlando, FL",2012-03-01,2018-08-06,49500.0
700432,4471023,Service Manager,Service Manager,Manager,"Cincinnati, OH",2024-05-15,2025-10-26,114000.0
700045,4471023,Service Technician,Service Technician,Mid,"Dayton, OH",2023-10-12,2025-06-16,49500.0
700458,4471023,Regional Director,Regional Director,Director,"Cincinnati, OH",2024-10-19,2025-12-28,85000.0
700104,4471023,Plumber,Plumber,Mid,"Louisville, KY",2021-07-18,2024-12-10,
700307,4471023,Parts Runner,Warehouse Associate,Mid,"Florence, KY",2006-06-01,2020-11-19,38000.0
700485,4471023,Associate,Unknown,Mid,"Cincinnati, OH",2014-08-01,2019-09-07,
700271,4471023,Dispatcher,Dispatcher,Entry,"Cincinnati, OH",2025-04-21,2026-07-11,
700359,4471023,Recruiter,Recruiter,Mid,"Cincinnati, OH",2016-08-23,2024-11-20,
700627,9083341,Delivery Driver,Driver,Entry,"Lakeland, FL",2024-03-19,2026-02-11,43000.0
700199,4471023,Residential Sales Consultant,Sales Representative,Entry,"Dayton, OH",2026-07-18,2026-07-20,45500.0
700377,4471023,IT Manager,IT Manager,Manager,"Mason, OH",2022-04-05,2024-12-10,73000.0
700072,4471023,HVAC Installer,Installer,Mid,"Cincinnati, OH",2021-12-18,2025-02-09,
700093,4471023,Plumber,Plumber,Mid,"Dayton, OH",2008-11-01,2019-07-20,60000.0
700223,4471023,Customer Service Representative,Customer Service Rep,Mid,"Cincinnati, OH",2013-10-01,2018-04-18,39500.0
700453,4471023,General Manager,General Manager,Manager,"Cincinnati, OH",2024-04-07,2026-06-28,
700217,4471023,Customer Service Representative,Customer Service Rep,Mid,"Columbus, OH",2011-06-01,2022-06-15,
700332,4471023,Accounts Payable Specialist,Accounts Payable,Mid,"Mason, OH",2023-11-16,2026-07-06,
700004,4471023,HVAC Service Technician,Service Technician,Mid,"Louisville, KY",2007-05-01,2020-02-19,58000.0
700317,6120887,Staff Accountant,Accountant,Mid,"Louisville, KY",2011-07-01,2021-07-22,
700070,4471023,HVAC Installer,Installer,Entry,"Cincinnati, OH",2026-02-19,2026-05-19,
700375,4471023,IT Manager,IT Manager,Manager,"Cincinnati, OH",2018-09-26,2025-06-26,
700065,4471023,HVAC Installer,Installer,Mid,"Columbus, OH",2012-03-01,2022-08-22,55000.0
700481,4471023,Team Member,Unknown,Entry,"Florence, KY",2025-12-24,2025-12-24,
700447,4471023,Field Supervisor,Field Supervisor,Manager,"Florence, KY",2024-10-01,2025-06-21,
700566,9083341,Counter Sales Associate,Counter Sales,Mid,"Lakeland, FL",2023-07-04,2024-11-07,
700172,6120887,Home Solutions Consultant,Sales Representative,Mid,"Louisville, KY",2019-07-28,2026-07-27,
700635,9083341,Credit Analyst,Credit Analyst,Mid,"Fort Myers, FL",2021-05-02,2026-02-28,42000.0
700418,6120887,Branch Manager,Branch Manager,Manager,"Lexington, KY",2021-07-15,2026-07-25,
700225,4471023,Customer Service Representative,Customer Service Rep,Mid,"Cincinnati, OH",2008-02-01,2021-11-23,
700456,4471023,Regional Director,Regional Director,Director,"Columbus, OH",2023-03-30,2025-09-27,99500.0
700101,4471023,Plumber,Plumber,Mid,"Florence, KY",2020-11-30,2025-03-04,
700435,4471023,Service Manager,Service Manager,Manager,"Columbus, OH",2013-10-06,2025-07-10,89000.0
700027,4471023,HVAC Service Technician,Service Technician,Mid,"Florence, KY",2018-12-20,2026-06-30,
700160,4471023,Home Solutions Consultant,Sales Representative,Mid,"Columbus, OH",2006-05-01,2019-07-05,
700124,6120887,Apprentice HVAC Technician,Apprentice Technician,Entry,"Louisville, KY",2023-09-27,2026-07-15,
700105,4471023,Senior Service Technician,Senior Service Technician,Senior,"Cincinnati, OH",2008-03-01,2018-08-07,48000.0
700347,4471023,Financial Analyst,Financial Analyst,Mid,"Lexington, KY",2024-01-30,2024-10-03,
700469,4471023,Vice President of Sales,VP Sales,Executive,"Columbus, OH",2024-05-19,2024-12-31,
700169,6120887,Home Solutions Consultant,Sales Representative,Mid,"Louisville, KY",2022-12-31,2026-07-16,46000.0
700239,4471023,Customer Service Representative,Customer Service Rep,Mid,"Columbus, OH",2023-08-11,2025-02-05,36500.0
700302,4471023,Warehouse Associate,Warehouse Associate,Mid,"Louisville, KY",2022-10-05,2025-04-19,39000.0
700022,4471023,HVAC Service Technician,Service Technician,Entry,"Columbus, OH",2025-09-06,2026-04-08,
700586,9083341,Warehouse Associate,Warehouse Associate,Entry,"Tampa, FL",2024-05-04,2025-09-19,
700345,4471023,Financial Analyst,Financial Analyst,Entry,"Louisville, KY",2024-05-26,2026-04-18,75500.0
700290,4471023,Customer Experience Manager,Customer Service Manager,Manager,"Dayton, OH",2011-04-01,2022-12-07,38500.0
700562,9083341,Counter Sales Associate,Counter Sales,Mid,"Fort Myers, FL",2021-12-21,2025-03-28,
700488,4471023,Associate,Unknown,Entry,"Louisville, KY",2025-11-25,2026-07-15,
700285,4471023,Call Center Team Lead,Customer Service Supervisor,Manager,"Dayton, OH",2026-05-04,2026-07-24,
700539,9083341,Territory Sales Rep - Wholesale,Sales Representative,Entry,"Tampa, FL",2025-06-15,2025-08-21,52500.0
700253,4471023,Customer Service Representative,Customer Service Rep,Entry,"Dayton, OH",2025-05-14,2026-02-17,37500.0
700111,4471023,Senior Service Technician,Senior Service Technician,Senior,"Cincinnati, OH",2024-10-29,2025-09-25,
700529,9083341,Territory Sales Rep - Wholesale,Sales Representative,Entry,"Lakeland, FL",2025-04-02,2025-07-16,
700282,6120887,Call Center Team Lead,Customer Service Supervisor,Manager,"Louisville, KY",2025-12-04,2026-04-14,
700644,9083341,Regional Sales Director,Sales Director,Director,"Fort Myers, FL",2026-03-10,2026-04-12,56500.0
700007,4471023,HVAC Service Technician,Service Technician,Mid,"Columbus, OH",2006-09-01,2018-03-06,
700582,9083341,Warehouse Associate,Warehouse Associate,Entry,"Tampa, FL",2025-11-03,2025-12-29,
700401,4471023,Director of Operations,Operations Director,Director,"Florence, KY",2008-01-01,2021-06-22,88500.0
700511,9083341,Territory Sales Rep - Wholesale,Sales Representative,Mid,"Lakeland, FL",2013-01-01,2018-12-23,
700109,6120887,Senior Service Technician,Senior Service Technician,Senior,"Louisville, KY",2024-03-09,2025-09-10,
700572,9083341,Counter Sales Associate,Counter Sales,Mid,"Fort Myers, FL",2019-05-01,2026-02-09,
700341,6120887,Payroll Administrator,Payroll,Mid,"Lexington, KY",2011-11-01,2019-11-10,
700333,4471023,Accounts Payable Specialist,Accounts Payable,Mid,"Lexington, KY",2021-01-10,2026-07-11,
700274,4471023,Dispatcher,Dispatcher,Mid,"Dayton, OH",2020-01-08,2024-12-05,38000.0
700368,4471023,IT Support Specialist,IT Support,Mid,"Columbus, OH",2022-11-28,2025-10-12,
700275,4471023,Dispatcher,Dispatcher,Mid,"Lexington, KY",2017-11-04,2025-01-06,
700329,4471023,Accounts Payable Specialist,Accounts Payable,Mid,"Cincinnati, OH",2009-04-01,2018-08-24,70500.0
700167,4471023,Home Solutions Consultant,Sales Representative,Entry,"Columbus, OH",2024-03-17,2024-10-08,49000.0
700228,4471023,Customer Service Representative,Customer Service Rep,Mid,"Florence, KY",2007-10-01,2019-03-07,
700474,4471023,Team Member,Unknown,Mid,"Cincinnati, OH",2023-09-02,2026-01-06,
700032,4471023,HVAC Service Technician,Service Technician,Mid,"Cincinnati, OH",2022-04-01,2024-10-14,
700134,4471023,Comfort Advisor,Sales Representative,Entry,"Lexington, KY",2025-03-11,2026-03-20,
700364,4471023,IT Support Specialist,IT Support,Mid,"Cincinnati, OH",2022-05-22,2026-03-05,
700179,4471023,Home Solutions Consultant,Sales Representative,Mid,"Lexington, KY",2022-09-25,2026-07-04,49500.0
700384,4471023,Marketing Coordinator,Marketing Coordinator,Entry,"Cincinnati, OH",2025-09-01,2026-07-12,
700362,4471023,IT Support Specialist,IT Support,Mid,"Cincinnati, OH",2009-03-01,2021-03-21,
700477,4471023,Team Member,Unknown,Mid,"Cincinnati, OH",2023-05-12,2025-12-29,48500.0
700168,4471023,Home Solutions Consultant,Sales Representative,Mid,"Columbus, OH",2023-03-23,2024-12-27,
700071,4471023,HVAC Installer,Installer,Mid,"Cincinnati, OH",2019-04-28,2026-04-27,
700222,4471023,Customer Service Representative,Customer Service Rep,Mid,"Columbus, OH",2007-08-01,2020-02-04,
700588,9083341,Warehouse Associate,Warehouse Associate,Mid,"Orlando, FL",2023-12-04,2025-11-14,
700014,6120887,HVAC Service Technician,Service Technician,Mid,"Lexington, KY",2023-06-13,2025-09-19,
700482,4471023,Team Member,Unknown,Mid,"Louisville, KY",2020-10-23,2025-01-21,
700276,4471023,Dispatcher,Dispatcher,Mid,"Louisville, KY",2022-04-22,2025-09-05,
700544,9083341,Counter Sales Associate,Counter Sales,Mid,"Tampa, FL",2011-08-01,2020-09-08,47000.0
700506,9083341,Territory Sales Rep - Wholesale,Sales Representative,Mid,"Tampa, FL",2014-04-01,2019-02-14,
700197,4471023,Residential Sales Consultant,Sales Representative,Entry,"Dayton, OH",2024-03-20,2025-12-07,51000.0
700151,4471023,Comfort Advisor,Sales Representative,Entry,"Florence, KY",2025-04-27,2025-07-22,46000.0
700234,4471023,Customer Service Representative,Customer Service Rep,Mid,"Mason, OH",2024-02-21,2025-11-28,
